Tournament,Court,Surface,Wrank,Wage,Wheight,Wtitles,Wh2h,winner_hand,winner_weight,winner_YTD_Won_Lost,winner_YTD_Titles,winner_CAREER_W_L,winner_Career_Prize_Money,Lrank,Lage,Lheight,Ltitles,Lh2h,loser_hand,loser_weight,loser_YTD_Won_Lost,loser_YTD_Titles,loser_CAREER_W_L,loser_Career_Prize_Money,Winner,Loser,random_player,winner_player
Delray Beach,Outdoor,Hard,107,24,183.0,0,0,R,174,1,0,-12,"784,467",525,26,196.0,0,0,L,198,0,0,0,"103,617",Stefan Kozlov,Johannes Haerteis,Johannes Haerteis,2
Delray Beach,Outdoor,Hard,525,26,196.0,0,0,L,198,0,0,0,"103,617",107,24,183.0,0,0,R,174,1,0,-12,"784,467",Stefan Kozlov,Johannes Haerteis,Johannes Haerteis,2
Delray Beach,Outdoor,Hard,448,29,198.0,0,0,R,190,0,0,5,"146,437",796,31,191.0,0,0,L,190,0,0,-5,"311,198",Kevin King,Benjamin Lock,Benjamin Lock,2
Delray Beach,Outdoor,Hard,188,28,193.0,0,0,R,180,0,0,0,"145,425",705,20,185.0,0,0,R,165,0,0,0,"72,636",Zane Khan,Alexander Ritschard,Alexander Ritschard,2
Delray Beach,Outdoor,Hard,305,30,193.0,0,0,L,193,-1,0,0,"385,902",1369,33,178.0,0,0,L,175,0,0,-1,"559,971",Roberto Quiroz,Gonzalo Escobar,Roberto Quiroz,1
Delray Beach,Outdoor,Hard,523,29,180.0,0,0,R,174,0,0,-1,"155,732",591,32,183.0,0,0,L,175,0,0,-66,"4,674,967",Donald Young,Pedro Sakamoto,Pedro Sakamoto,2
Delray Beach,Outdoor,Hard,502,20,185.0,0,0,R,175,0,0,0,"33,202",352,27,185.0,0,0,L,174,0,0,0,"391,626",Goncalo Oliveira,Liam Draxl,Liam Draxl,2
Delray Beach,Outdoor,Hard,807,31,193.0,0,0,R,194,0,0,-3,"386,886",341,25,188.0,0,0,L,180,0,0,-2,"120,423",Viktor Galovic,Aziz Dougaz,Viktor Galovic,1
Delray Beach,Outdoor,Hard,251,28,180.0,0,0,R,170,-1,0,-3,"528,869",129,24,191.0,0,0,R,194,-1,0,-4,"436,932",Christian Harrison,Tomas Barrios Vera,Christian Harrison,1
Delray Beach,Outdoor,Hard,591,32,183.0,0,2,L,175,0,0,-66,"4,674,967",107,24,183.0,0,0,R,174,1,0,-12,"784,467",Donald Young,Stefan Kozlov,Donald Young,1
Delray Beach,Outdoor,Hard,251,28,180.0,0,0,R,170,-1,0,-3,"528,869",705,20,185.0,0,0,R,165,0,0,0,"72,636",Christian Harrison,Zane Khan,Christian Harrison,1
Delray Beach,Outdoor,Hard,796,31,191.0,0,0,L,190,0,0,-5,"311,198",352,27,185.0,0,0,L,174,0,0,0,"391,626",Kevin King,Goncalo Oliveira,Kevin King,1
Delray Beach,Outdoor,Hard,807,31,193.0,0,0,R,194,0,0,-3,"386,886",305,30,193.0,0,0,L,193,-1,0,0,"385,902",Roberto Quiroz,Viktor Galovic,Viktor Galovic,2
Delray Beach,Outdoor,Hard,305,30,193.0,0,1,L,193,-1,0,0,"385,902",493,26,175.0,0,0,R,155,0,0,-13,"802,290",Roberto Quiroz,Noah Rubin,Roberto Quiroz,1
Delray Beach,Outdoor,Hard,458,27,178.0,0,0,R,175,0,0,-4,"280,679",12,26,188.0,4,1,L,181,12,2,30,"6,355,415",Cameron Norrie,JC Aragone,JC Aragone,2
Delray Beach,Outdoor,Hard,972,34,188.0,4,0,L,181,0,0,-17,"5,366,676",89,28,183.0,0,2,L,172,1,0,-23,"2,422,322",Thiago Monteiro,Thomaz Bellucci,Thomaz Bellucci,2
Delray Beach,Outdoor,Hard,136,27,188.0,0,1,R,170,-2,0,-10,"1,488,200",595,30,185.0,1,0,R,185,0,0,-41,"4,802,673",Gianluca Mager,Ryan Harrison,Gianluca Mager,1
Delray Beach,Outdoor,Hard,81,24,180.0,1,0,R,159,-3,0,2,"1,916,569",46,21,196.0,1,1,R,175,4,0,16,"2,249,982",Sebastian Korda,Soonwoo Kwon,Soonwoo Kwon,2
Delray Beach,Outdoor,Hard,77,22,196.0,0,0,R,180,-5,0,-6,"439,251",251,28,180.0,0,1,R,170,-1,0,-3,"528,869",Christian Harrison,Tomas Martin Etcheverry,Tomas Martin Etcheverry,2
Delray Beach,Outdoor,Hard,109,26,191.0,0,1,R,159,-2,0,-2,"1,076,491",182,32,183.0,0,0,R,183,-1,0,-11,"1,558,195",Daniel Elahi Galan,Andrej Martin,Daniel Elahi Galan,1
Delray Beach,Outdoor,Hard,796,31,191.0,0,0,L,190,0,0,-5,"311,198",196,28,183.0,0,1,R,175,-1,0,-17,"1,560,594",Bjorn Fratangelo,Kevin King,Kevin King,2
Delray Beach,Outdoor,Hard,591,32,183.0,0,0,L,175,0,0,-66,"4,674,967",28,24,188.0,1,1,R,190,-1,0,-18,"5,737,564",Frances Tiafoe,Donald Young,Donald Young,2
Delray Beach,Outdoor,Hard,428,43,211.0,8,1,R,230,0,0,25,"10,160,232",100,36,180.0,4,1,R,176,-3,0,-74,"6,862,683",Ivo Karlovic,Pablo Andujar,Ivo Karlovic,1
Delray Beach,Outdoor,Hard,55,27,178.0,0,0,R,160,-2,0,-17,"3,191,957",157,34,198.0,10,1,R,209,-3,0,58,"13,511,569",Sam Querrey,Mackenzie McDonald,Mackenzie McDonald,2
Delray Beach,Outdoor,Hard,32,25,185.0,1,1,R,180,4,0,4,"2,846,828",515,28,183.0,0,0,R,176,-1,0,-2,"219,349",Tommy Paul,JiSung Nam,Tommy Paul,1
Delray Beach,Outdoor,Hard,10,25,196.0,5,0,R,179,17,1,23,"7,306,253",0,(),,0,0,U,kg,-200,0,-13727,0,Hubert Hurkacz, Bye,Hubert Hurkacz,1
Delray Beach,Outdoor,Hard,86,34,180.0,1,0,L,174,0,0,-45,"9,064,291",0,(),,0,0,U,kg,-200,0,-13727,0,Adrian Mannarino, Bye,Adrian Mannarino,1
Delray Beach,Outdoor,Hard,0,(),,0,0,U,kg,-200,0,-13727,0,24,37,208.0,16,0,R,238,1,0,172,"21,255,454",John Isner, Bye, Bye,2
Delray Beach,Outdoor,Hard,43,26,185.0,5,0,R,187,-3,0,8,"4,444,400",0,(),,0,0,U,kg,-200,0,-13727,0,Cristian Garin, Bye,Cristian Garin,1
Delray Beach,Outdoor,Hard,428,43,211.0,8,0,R,230,0,0,25,"10,160,232",305,30,193.0,0,1,L,193,-1,0,0,"385,902",Roberto Quiroz,Ivo Karlovic,Ivo Karlovic,2
Delray Beach,Outdoor,Hard,28,24,188.0,1,1,R,190,-1,0,-18,"5,737,564",196,28,183.0,0,0,R,175,-1,0,-17,"1,560,594",Frances Tiafoe,Bjorn Fratangelo,Frances Tiafoe,1
Delray Beach,Outdoor,Hard,136,27,188.0,0,1,R,170,-2,0,-10,"1,488,200",157,34,198.0,10,0,R,209,-3,0,58,"13,511,569",Gianluca Mager,Sam Querrey,Gianluca Mager,1
Delray Beach,Outdoor,Hard,46,21,196.0,1,3,R,175,4,0,16,"2,249,982",32,25,185.0,1,0,R,180,4,0,4,"2,846,828",Sebastian Korda,Tommy Paul,Sebastian Korda,1
Delray Beach,Outdoor,Hard,109,26,191.0,0,0,R,159,-2,0,-2,"1,076,491",10,25,196.0,5,1,R,179,17,1,23,"7,306,253",Hubert Hurkacz,Daniel Elahi Galan,Daniel Elahi Galan,2
Delray Beach,Outdoor,Hard,12,26,188.0,4,3,L,181,12,2,30,"6,355,415",86,34,180.0,1,1,L,174,0,0,-45,"9,064,291",Cameron Norrie,Adrian Mannarino,Cameron Norrie,1
Delray Beach,Outdoor,Hard,89,28,183.0,0,0,L,172,1,0,-23,"2,422,322",24,37,208.0,16,2,R,238,1,0,172,"21,255,454",John Isner,Thiago Monteiro,Thiago Monteiro,2
Delray Beach,Outdoor,Hard,43,26,185.0,5,0,R,187,-3,0,8,"4,444,400",251,28,180.0,0,1,R,170,-1,0,-3,"528,869",Christian Harrison,Cristian Garin,Cristian Garin,2
Delray Beach,Outdoor,Hard,251,28,180.0,0,1,R,170,-1,0,-3,"528,869",136,27,188.0,0,0,R,170,-2,0,-10,"1,488,200",Christian Harrison,Gianluca Mager,Christian Harrison,1
Delray Beach,Outdoor,Hard,28,24,188.0,1,0,R,190,-1,0,-18,"5,737,564",12,26,188.0,4,1,L,181,12,2,30,"6,355,415",Cameron Norrie,Frances Tiafoe,Frances Tiafoe,2
Delray Beach,Outdoor,Hard,10,25,196.0,5,1,R,179,17,1,23,"7,306,253",305,30,193.0,0,0,L,193,-1,0,0,"385,902",Hubert Hurkacz,Roberto Quiroz,Hubert Hurkacz,1
Delray Beach,Outdoor,Hard,46,21,196.0,1,2,R,175,4,0,16,"2,249,982",24,37,208.0,16,0,R,238,1,0,172,"21,255,454",Sebastian Korda,John Isner,Sebastian Korda,1
Delray Beach,Outdoor,Hard,46,21,196.0,1,2,R,175,4,0,16,"2,249,982",12,26,188.0,4,1,L,181,12,2,30,"6,355,415",Sebastian Korda,Cameron Norrie,Sebastian Korda,1
Delray Beach,Outdoor,Hard,251,28,180.0,0,0,R,170,-1,0,-3,"528,869",10,25,196.0,5,1,R,179,17,1,23,"7,306,253",Hubert Hurkacz,Christian Harrison,Christian Harrison,2
Delray Beach,Outdoor,Hard,10,25,196.0,5,1,R,179,17,1,23,"7,306,253",46,21,196.0,1,0,R,175,4,0,16,"2,249,982",Hubert Hurkacz,Sebastian Korda,Hubert Hurkacz,1
Antalya,Outdoor,Hard,1145,34,180.0,1,0,R,169,0,0,-50,"3,139,290",51,24,178.0,0,0,L,160,5,0,6,"890,308",Alex Molcan,Andrey Golubev,Andrey Golubev,2
Antalya,Outdoor,Hard,513,22,,"$100,597",0,R,kg,0,0/1,0,2021,246,24,183.0,"$151,093",0,R,150,0,0/2,0,0,Michael Vrbensky,Vitaliy Sachko,Michael Vrbensky,1
Antalya,Outdoor,Hard,285,26,183.0,0,0,R,172,0,0,-3,"340,650",379,24,191.0,0,0,R,185,1,0,-2,"125,263",Lucas Miedler,Alexandar Lazarov,Lucas Miedler,1
Antalya,Outdoor,Hard,451,25,185.0,"$143,270",0,R,173,0,0/1,0,0,961,33,188.0,"$458,797",0,R,181,0,9/14,0,2021,Harri Heliovaara,Mukund Sasikumar,Mukund Sasikumar,2
Antalya,Outdoor,Hard,173,28,183.0,0,0,R,170,1,0,1,"434,078",249,30,188.0,1,0,R,193,-1,0,-7,"1,212,243",Dimitar Kuzmanov,Mirza Basic,Dimitar Kuzmanov,1
Antalya,Outdoor,Hard,362,21,180.0,0,0,R,145,0,0,-5,"116,891",243,24,193.0,0,0,R,187,0,0,-2,"161,300",Adrian Andreev,Lukas Klein,Adrian Andreev,1
Antalya,Outdoor,Hard,256,27,191.0,0,0,R,176,0,0,0,"473,762",607,31,168.0,0,0,R,154,0,0,-1,"294,538",Andrea Vavassori,Roberto Ortega-Olmedo,Andrea Vavassori,1
Antalya,Outdoor,Hard,464,27,188.0,0,0,R,173,0,0,0,"94,090",406,35,188.0,0,0,R,190,0,0,-24,"1,696,974",Matthias Bachinger,Vladyslav Orlov,Vladyslav Orlov,2
Antalya,Outdoor,Hard,1436,23,183.0,0,0,R,163,0,0,0,"21,696",193,25,185.0,0,0,R,179,0,0,0,"289,486",Andrea Pellegrino,Cengiz Aksu,Cengiz Aksu,2
Antalya,Outdoor,Hard,1058,35,188.0,0,0,R,172,0,0,-32,"2,017,482",0,(),,0,0,R,kg,0,0,0,"2,508",Blaz Kavcic,Togan Tokac,Blaz Kavcic,1
Antalya,Outdoor,Hard,2109,21,,0,0,,kg,0,0,0,"15,907",128,23,191.0,0,0,R,196,-1,0,-4,"246,075",Pavel Kotov,Umut Akkoyun,Umut Akkoyun,2
Antalya,Outdoor,Hard,1481,23,,0,0,U,kg,0,0,0,"27,571",408,27,183.0,0,0,R,176,0,0,-1,"463,304",Mert Naci Turker,Pedja Krstin,Mert Naci Turker,1
Antalya,Outdoor,Hard,256,27,191.0,0,0,R,176,0,0,0,"473,762",362,21,180.0,0,0,R,145,0,0,-5,"116,891",Adrian Andreev,Andrea Vavassori,Andrea Vavassori,2
Antalya,Outdoor,Hard,1481,23,,"$27,571",0,U,kg,0,0/0,0,0,513,22,,"$100,597",0,R,kg,0,0/1,0,2021,Michael Vrbensky,Mert Naci Turker,Mert Naci Turker,2
Antalya,Outdoor,Hard,285,26,183.0,0,0,R,172,0,0,-3,"340,650",406,35,188.0,0,0,R,190,0,0,-24,"1,696,974",Matthias Bachinger,Lucas Miedler,Lucas Miedler,2
Antalya,Outdoor,Hard,173,28,183.0,0,0,R,170,1,0,1,"434,078",193,25,185.0,0,0,R,179,0,0,0,"289,486",Dimitar Kuzmanov,Andrea Pellegrino,Dimitar Kuzmanov,1
Antalya,Outdoor,Hard,51,24,178.0,0,0,L,160,5,0,6,"890,308",1058,35,188.0,0,0,R,172,0,0,-32,"2,017,482",Alex Molcan,Blaz Kavcic,Alex Molcan,1
Antalya,Outdoor,Hard,128,23,191.0,0,0,R,196,-1,0,-4,"246,075",961,33,188.0,0,0,R,181,0,0,-5,"458,797",Pavel Kotov,Harri Heliovaara,Pavel Kotov,1
Antalya,Outdoor,Hard,68,28,198.0,2,0,L,207,-4,0,-25,"5,303,147",49,23,188.0,0,2,R,174,4,0,3,"1,669,161",Emil Ruusuvuori,Jiri Vesely,Jiri Vesely,2
Antalya,Outdoor,Hard,144,29,196.0,0,0,R,190,-4,0,4,"1,898,609",479,29,183.0,0,1,R,152,0,0,-3,"544,277",Tristan Lamasine,Egor Gerasimov,Egor Gerasimov,2
Antalya,Outdoor,Hard,173,28,183.0,0,1,R,170,1,0,1,"434,078",57,27,188.0,2,0,R,181,-2,0,-9,"3,612,639",Dimitar Kuzmanov,Laslo Djere,Dimitar Kuzmanov,1
Antalya,Outdoor,Hard,261,22,178.0,0,1,R,184,0,0,-4,"352,287",406,35,188.0,0,0,R,190,0,0,-24,"1,696,974",Nicola Kuhn,Matthias Bachinger,Nicola Kuhn,1
Antalya,Outdoor,Hard,141,26,196.0,0,1,R,187,-2,0,-1,"302,979",51,24,178.0,0,0,L,160,5,0,6,"890,308",Hugo Grenier,Alex Molcan,Hugo Grenier,1
Antalya,Outdoor,Hard,113,32,175.0,1,0,R,152,0,0,-32,"4,346,183",474,35,188.0,1,3,R,165,0,0,-6,"10,535,763",Jeremy Chardy,Radu Albot,Radu Albot,2
Antalya,Outdoor,Hard,179,25,183.0,0,1,R,162,2,0,1,"317,892",278,23,183.0,0,0,R,169,-2,0,-2,"270,738",Altug Celikbilek,Kacper Zuk,Altug Celikbilek,1
Antalya,Outdoor,Hard,690,35,191.0,0,0,R,176,0,0,-26,"1,394,306",362,21,180.0,0,1,R,145,0,0,-5,"116,891",Adrian Andreev,Marsel Ilhan,Marsel Ilhan,2
Antalya,Outdoor,Hard,198,29,185.0,0,0,R,176,-1,0,-25,"1,875,947",38,25,196.0,1,1,R,180,1,1,1,"3,700,929",Alexander Bublik,Salvatore Caruso,Salvatore Caruso,2
Antalya,Outdoor,Hard,139,30,185.0,0,1,R,176,-3,0,-24,"2,103,069",30,22,183.0,1,1,R,165,11,0,4,"3,555,649",Stefano Travaglia,Miomir Kecmanovic,Stefano Travaglia,1
Antalya,Outdoor,Hard,189,34,180.0,0,0,L,158,0,0,-6,"953,853",26,30,185.0,5,1,R,174,-9,0,-16,"8,197,660",Nikoloz Basilashvili,Andrea Arnaboldi,Andrea Arnaboldi,2
Antalya,Outdoor,Hard,155,32,193.0,0,1,R,202,-8,0,-35,"7,536,402",128,23,191.0,0,0,R,196,-1,0,-4,"246,075",Jan-Lennard Struff,Pavel Kotov,Jan-Lennard Struff,1
Antalya,Outdoor,Hard,318,38,185.0,0,0,R,182,-2,0,-40,"4,013,454",27,23,183.0,5,1,R,152,10,0,36,"6,995,192",Alex de Minaur,Malek Jaziri,Malek Jaziri,2
Antalya,Outdoor,Hard,63,35,178.0,9,1,R,174,2,0,49,"17,069,121",513,22,,0,0,R,kg,0,0,-1,"100,597",Fabio Fognini,Michael Vrbensky,Fabio Fognini,1
Antalya,Outdoor,Hard,58,31,180.0,6,7,R,154,3,1,98,"15,875,367",223,31,188.0,0,0,R,165,-1,0,-26,"8,972,885",David Goffin,Pierre-Hugues Herbert,David Goffin,1
Antalya,Outdoor,Hard,308,23,180.0,0,0,R,165,0,0,-1,"90,994",11,26,196.0,7,1,R,209,12,2,61,"9,920,046",Matteo Berrettini,Ergi Kirkin,Ergi Kirkin,2
Antalya,Outdoor,Hard,139,30,185.0,0,1,R,176,-3,0,-24,"2,103,069",49,23,188.0,0,0,R,174,4,0,3,"1,669,161",Stefano Travaglia,Emil Ruusuvuori,Stefano Travaglia,1
Antalya,Outdoor,Hard,479,29,183.0,0,0,R,152,0,0,-3,"544,277",38,25,196.0,1,1,R,180,1,1,1,"3,700,929",Alexander Bublik,Tristan Lamasine,Tristan Lamasine,2
Antalya,Outdoor,Hard,26,30,185.0,5,1,R,174,-9,0,-16,"8,197,660",179,25,183.0,0,0,R,162,2,0,1,"317,892",Nikoloz Basilashvili,Altug Celikbilek,Nikoloz Basilashvili,1
Antalya,Outdoor,Hard,155,32,193.0,0,0,R,202,-8,0,-35,"7,536,402",141,26,196.0,0,0,R,187,-2,0,-1,"302,979",Jan-Lennard Struff,Hugo Grenier,Jan-Lennard Struff,1
Antalya,Outdoor,Hard,27,23,183.0,5,1,R,152,10,0,36,"6,995,192",362,21,180.0,0,0,R,145,0,0,-5,"116,891",Alex de Minaur,Adrian Andreev,Alex de Minaur,1
Antalya,Outdoor,Hard,63,35,178.0,9,4,R,174,2,0,49,"17,069,121",474,35,188.0,1,2,R,165,0,0,-6,"10,535,763",Jeremy Chardy,Fabio Fognini,Fabio Fognini,2
Antalya,Outdoor,Hard,261,22,178.0,0,0,R,184,0,0,-4,"352,287",58,31,180.0,6,1,R,154,3,1,98,"15,875,367",David Goffin,Nicola Kuhn,Nicola Kuhn,2
Antalya,Outdoor,Hard,173,28,183.0,0,0,R,170,1,0,1,"434,078",11,26,196.0,7,1,R,209,12,2,61,"9,920,046",Matteo Berrettini,Dimitar Kuzmanov,Dimitar Kuzmanov,2
Antalya,Outdoor,Hard,474,35,188.0,1,3,R,165,0,0,-6,"10,535,763",155,32,193.0,0,3,R,202,-8,0,-35,"7,536,402",Jeremy Chardy,Jan-Lennard Struff,Jeremy Chardy,1
Antalya,Outdoor,Hard,27,23,183.0,5,1,R,152,10,0,36,"6,995,192",26,30,185.0,5,1,R,174,-9,0,-16,"8,197,660",Alex de Minaur,Nikoloz Basilashvili,Alex de Minaur,1
Antalya,Outdoor,Hard,139,30,185.0,0,0,R,176,-3,0,-24,"2,103,069",58,31,180.0,6,1,R,154,3,1,98,"15,875,367",David Goffin,Stefano Travaglia,Stefano Travaglia,2
Antalya,Outdoor,Hard,38,25,196.0,1,1,R,180,1,1,1,"3,700,929",11,26,196.0,7,0,R,209,12,2,61,"9,920,046",Alexander Bublik,Matteo Berrettini,Alexander Bublik,1
Antalya,Outdoor,Hard,38,25,196.0,1,2,R,180,1,1,1,"3,700,929",474,35,188.0,1,1,R,165,0,0,-6,"10,535,763",Alexander Bublik,Jeremy Chardy,Alexander Bublik,1
Antalya,Outdoor,Hard,58,31,180.0,6,0,R,154,3,1,98,"15,875,367",27,23,183.0,5,3,R,152,10,0,36,"6,995,192",Alex de Minaur,David Goffin,David Goffin,2
Antalya,Outdoor,Hard,27,23,183.0,5,2,R,152,10,0,36,"6,995,192",38,25,196.0,1,0,R,180,1,1,1,"3,700,929",Alex de Minaur,Alexander Bublik,Alex de Minaur,1
Melbourne,Outdoor,Hard,131,26,188.0,0,1,R,187,0,0,-4,"606,522",991,38,180,0,0,R,163,0,0,-69,"5,179,843",Aleksandar Vukic,Yen-Hsun Lu,Aleksandar Vukic,1
Melbourne,Outdoor,Hard,111,30,193,0,0,R,190,-1,0,-5,"1,299,059",264,27,178.0,0,1,R,163,0,0,-2,"554,837",Mario Vilella Martinez,Yannick Hanfmann,Yannick Hanfmann,2
Melbourne,Outdoor,Hard,25,26,191.0,0,1,R,187,6,0,11,"1,822,025",461,21,183,0,0,R,180,0,0,-1,"106,908",Botic van de Zandschulp,Tristan Schoolkate,Botic van de Zandschulp,1
Melbourne,Outdoor,Hard,139,30,185.0,0,1,R,176,-3,0,-24,"2,103,069",87,29,183,1,1,R,170,-7,0,-22,"3,034,818",Stefano Travaglia,Roberto Carballes Baena,Stefano Travaglia,1
Melbourne,Outdoor,Hard,50,25,185,1,0,R,168,-1,1,-6,"2,489,016",459,28,193.0,0,1,R,185,-1,0,-2,"338,544",Mikael Torpegaard,Pedro Martinez,Pedro Martinez,2
Melbourne,Outdoor,Hard,515,28,183,"$219,349",0,R,176,0,3/5,0,0,384,21,170.0,"$130,451",1,R,138,0,1/1,0,2021,Dane Sweeny,JiSung Nam,JiSung Nam,2
Melbourne,Outdoor,Hard,80,29,180,0,0,R,165,-5,0,-13,"1,492,654",214,31,180.0,0,1,L,154,0,0,-18,"1,515,283",Cedrik-Marcel Stebe,Hugo Dellien,Hugo Dellien,2
Melbourne,Outdoor,Hard,385,36,193.0,4,1,R,176,0,0,-38,"5,606,768",147,24,185,0,0,R,165,2,0,-1,"747,173",Sergiy Stakhovsky,Roman Safiullin,Sergiy Stakhovsky,1
Melbourne,Outdoor,Hard,209,24,185.0,0,1,R,176,-2,0,-3,"1,233,205",124,31,193,0,0,R,187,-5,0,-29,"1,989,070",Max Purcell,Norbert Gombos,Max Purcell,1
Melbourne,Outdoor,Hard,117,28,180,0,0,L,175,-3,0,-8,"2,178,095",108,28,183.0,0,1,R,172,-5,0,-13,"1,084,752",Christopher O'Connell,Dominik Koepfer,Dominik Koepfer,2
Melbourne,Outdoor,Hard,89,28,183.0,0,1,L,172,1,0,-23,"2,422,322",638,27,188,0,0,R,182,0,0,-1,"92,100",Thiago Monteiro,Thomas Fancutt,Thiago Monteiro,1
Melbourne,Outdoor,Hard,182,32,183,0,0,R,183,-1,0,-11,"1,558,195",81,24,180.0,1,1,R,159,-3,0,2,"1,916,569",Soonwoo Kwon,Andrej Martin,Andrej Martin,2
Melbourne,Outdoor,Hard,45,25,198,0,0,R,185,-1,0,-1,"1,239,154",223,31,188.0,0,1,R,165,-1,0,-26,"8,972,885",Pierre-Hugues Herbert,Maxime Cressy,Maxime Cressy,2
Melbourne,Outdoor,Hard,257,35,191.0,2,1,R,170,0,0,-38,"7,777,228",284,28,180,0,0,R,150,0,0,-12,"861,096",Robin Haase,Kimmer Coppejans,Robin Haase,1
Melbourne,Outdoor,Hard,444,34,188.0,0,1,R,176,-1,0,-49,"3,962,524",84,31,193,2,0,L,198,-8,0,-32,"5,829,145",Matthew Ebden,Federico Delbonis,Matthew Ebden,1
Melbourne,Outdoor,Hard,162,38,191,3,0,R,172,-3,0,-36,"11,720,532",198,29,185.0,0,1,R,176,-1,0,-25,"1,875,947",Salvatore Caruso,Andreas Seppi,Andreas Seppi,2
Melbourne,Outdoor,Hard,7,19,185.0,5,1,R,159,28,4,43,"5,856,924",331,33,180,0,0,R,172,-1,0,3,"885,414",Carlos Alcaraz,Attila Balazs,Carlos Alcaraz,1
Melbourne,Outdoor,Hard,240,40,188,7,0,L,194,-7,0,21,"18,509,695",0,(1,203.0,7,5,R,208,-4,0,101,"17,728,382",Kevin Anderson,Feliciano Lopez,Feliciano Lopez,2
Melbourne,Outdoor,Hard,100,36,180,4,2,R,176,-3,0,-74,"6,862,683",184,36,180.0,6,3,R,173,-3,0,18,"9,642,081",Pablo Cuevas,Pablo Andujar,Pablo Andujar,2
Melbourne,Outdoor,Hard,254,29,183,0,0,R,172,0,0,-15,"1,335,071",200,32,183.0,0,1,R,161,-3,0,-17,"4,974,184",Aljaz Bedene,Yasutaka Uchiyama,Yasutaka Uchiyama,2
Melbourne,Outdoor,Hard,57,27,188,2,0,R,181,-2,0,-9,"3,612,639",91,26,180.0,0,1,R,173,2,0,-11,"1,718,372",Kamil Majchrzak,Laslo Djere,Laslo Djere,2
Melbourne,Outdoor,Hard,136,27,188,0,0,R,170,-2,0,-10,"1,488,200",76,28,183.0,0,2,R,181,-5,0,-25,"3,910,991",Jordan Thompson,Gianluca Mager,Gianluca Mager,2
Melbourne,Outdoor,Hard,157,34,198.0,10,2,R,209,-3,0,58,"13,511,569",96,30,185,0,0,R,172,-4,0,-18,"2,141,428",Sam Querrey,Henri Laaksonen,Sam Querrey,1
Melbourne,Outdoor,Hard,912,33,188,0,0,L,185,0,0,-17,"1,548,924",225,30,188.0,1,1,R,195,-3,0,-28,"3,454,806",Tennys Sandgren,John-Patrick Smith,John-Patrick Smith,2
Melbourne,Outdoor,Hard,0,(),,0,0,U,kg,-200,0,-13727,0,38,25,196.0,1,0,R,180,1,1,1,"3,700,929",Alexander Bublik, Bye, Bye,2
Melbourne,Outdoor,Hard,30,22,183.0,1,0,R,165,11,0,4,"3,555,649",0,(),,0,0,U,kg,-200,0,-13727,0,Miomir Kecmanovic, Bye,Miomir Kecmanovic,1
Melbourne,Outdoor,Hard,18,24,211.0,4,0,R,225,6,2,5,"4,103,038",0,(),,0,0,U,kg,-200,0,-13727,0,Reilly Opelka, Bye,Reilly Opelka,1
Melbourne,Outdoor,Hard,0,(),,0,0,U,kg,-200,0,-13727,0,26,30,185.0,5,0,R,174,-9,0,-16,"8,197,660",Nikoloz Basilashvili, Bye, Bye,2
Melbourne,Outdoor,Hard,0,(),,0,0,U,kg,-200,0,-13727,0,13,20,188.0,5,0,R,167,19,0,55,"5,287,174",Jannik Sinner, Bye, Bye,2
Melbourne,Outdoor,Hard,10,25,196.0,5,0,R,179,17,1,23,"7,306,253",0,(),,0,0,U,kg,-200,0,-13727,0,Hubert Hurkacz, Bye,Hubert Hurkacz,1
Melbourne,Outdoor,Hard,22,26,198.0,4,0,R,192,6,0,44,"11,161,554",0,(),,0,0,U,kg,-200,0,-13727,0,Karen Khachanov, Bye,Karen Khachanov,1
Melbourne,Outdoor,Hard,58,31,180.0,6,0,R,154,3,1,98,"15,875,367",0,(),,0,0,U,kg,-200,0,-13727,0,David Goffin, Bye,David Goffin,1
Melbourne,Outdoor,Hard,25,26,191.0,0,1,R,187,6,0,11,"1,822,025",91,26,180,0,0,R,173,2,0,-11,"1,718,372",Botic van de Zandschulp,Kamil Majchrzak,Botic van de Zandschulp,1
Melbourne,Outdoor,Hard,89,28,183.0,0,1,L,172,1,0,-23,"2,422,322",444,34,188,0,0,R,176,-1,0,-49,"3,962,524",Thiago Monteiro,Matthew Ebden,Thiago Monteiro,1
Melbourne,Outdoor,Hard,257,35,191,2,2,R,170,0,0,-38,"7,777,228",184,36,180.0,6,1,R,173,-3,0,18,"9,642,081",Pablo Cuevas,Robin Haase,Robin Haase,2
Melbourne,Outdoor,Hard,0,(1,203.0,7,1,R,208,-4,0,101,"17,728,382",214,31,180,0,0,L,154,0,0,-18,"1,515,283",Kevin Anderson,Cedrik-Marcel Stebe,Kevin Anderson,1
Melbourne,Outdoor,Hard,200,32,183.0,0,1,R,161,-3,0,-17,"4,974,184",384,21,170,0,0,R,138,0,0,0,"130,451",Aljaz Bedene,Dane Sweeny,Aljaz Bedene,1
Melbourne,Outdoor,Hard,223,31,188,0,0,R,165,-1,0,-26,"8,972,885",76,28,183.0,0,1,R,181,-5,0,-25,"3,910,991",Jordan Thompson,Pierre-Hugues Herbert,Pierre-Hugues Herbert,2
Melbourne,Outdoor,Hard,157,34,198,10,0,R,209,-3,0,58,"13,511,569",139,30,185.0,0,1,R,176,-3,0,-24,"2,103,069",Stefano Travaglia,Sam Querrey,Sam Querrey,2
