Tournament,Court,Surface,Wrank,Wage,Wheight,Wtitles,Wh2h,winner_hand,winner_weight,winner_YTD_Won_Lost,winner_YTD_Titles,winner_CAREER_W_L,winner_Career_Prize_Money,Lrank,Lage,Lheight,Ltitles,Lh2h,loser_hand,loser_weight,loser_YTD_Won_Lost,loser_YTD_Titles,loser_CAREER_W_L,loser_Career_Prize_Money,Winner,Loser,random_player,winner_player
Singapore,Indoor,Hard,17,33,198.0,20,1,R,196,8,0,251,"30,588,972",118,29,191,1,0,R,185,-2,0,-38,"2,741,149",Marin Cilic,Taro Daniel,Marin Cilic,1
Singapore,Indoor,Hard,85,33,183,1,0,R,174,-6,0,-26,"5,124,430",444,34,188.0,0,2,R,176,-1,0,-49,"3,962,524",Matthew Ebden,John Millman,John Millman,2
Singapore,Indoor,Hard,86,34,180.0,1,1,L,174,0,0,-45,"9,064,291",405,32,193,0,0,R,187,0,0,-1,"478,656",Adrian Mannarino,Roberto Marcora,Adrian Mannarino,1
Singapore,Indoor,Hard,444,34,188,0,0,R,176,-1,0,-49,"3,962,524",83,22,196.0,1,2,R,172,-7,0,-20,"2,322,210",Alexei Popyrin,Matthew Ebden,Matthew Ebden,2
Singapore,Indoor,Hard,38,25,196.0,1,2,R,180,1,1,1,"3,700,929",101,26,170,1,0,L,141,-4,0,-22,"3,742,009",Alexander Bublik,Yoshihito Nishioka,Alexander Bublik,1
Singapore,Indoor,Hard,81,24,180,1,0,R,159,-3,0,2,"1,916,569",17,33,198.0,20,1,R,196,8,0,251,"30,588,972",Marin Cilic,Soonwoo Kwon,Soonwoo Kwon,2
Singapore,Indoor,Hard,113,32,175.0,1,1,R,152,0,0,-32,"4,346,183",86,34,180,1,1,L,174,0,0,-45,"9,064,291",Radu Albot,Adrian Mannarino,Radu Albot,1
Singapore,Indoor,Hard,113,32,175,1,0,R,152,0,0,-32,"4,346,183",38,25,196.0,1,1,R,180,1,1,1,"3,700,929",Alexander Bublik,Radu Albot,Radu Albot,2
Singapore,Indoor,Hard,17,33,198,20,1,R,196,8,0,251,"30,588,972",83,22,196.0,1,1,R,172,-7,0,-20,"2,322,210",Alexei Popyrin,Marin Cilic,Marin Cilic,2
Singapore,Indoor,Hard,38,25,196,1,0,R,180,1,1,1,"3,700,929",83,22,196.0,1,1,R,172,-7,0,-20,"2,322,210",Alexei Popyrin,Alexander Bublik,Alexander Bublik,2
Cordoba,Outdoor,Clay,631,26,185,0,0,R,173,0,0,0,"109,420",125,23,185.0,0,0,R,182,0,0,0,"242,840",Camilo Ugo Carabelli,Mariano Kestelboim,Mariano Kestelboim,2
Cordoba,Outdoor,Clay,186,30,178.0,0,0,R,160,-1,0,-10,"1,160,601",878,29,180,0,0,R,169,0,0,-13,"624,466",Renzo Olivo,Guilherme Clezar,Renzo Olivo,1
Cordoba,Outdoor,Clay,475,25,185.0,0,0,R,185,0,0,-3,"323,672",1109,24,178,0,0,R,158,0,0,0,"24,751",Joao Menezes,Guido Ivan Justo,Joao Menezes,1
Cordoba,Outdoor,Clay,757,30,193.0,"$306,766",0,R,191,0,7/14,0,2021,160,29,183,"$348,499",0,R,176,0,0/0,0,0,Christian Lindell,Facundo Mena,Christian Lindell,1
Cordoba,Outdoor,Clay,243,24,193,0,0,R,187,0,0,-2,"161,300",130,25,185.0,0,0,R,180,-1,0,-14,"1,371,600",Ernesto Escobedo,Lukas Klein,Lukas Klein,2
Cordoba,Outdoor,Clay,202,30,185.0,0,0,L,176,0,0,-1,"497,255",300,28,178,0,0,R,168,0,0,0,"188,523",Andrea Collarini,Hernan Casanova,Andrea Collarini,1
Cordoba,Outdoor,Clay,668,25,181,0,0,R,163,0,0,0,"47,589",122,20,183.0,1,0,L,157,-2,0,-2,"462,656",Juan Manuel Cerundolo,Fermin Tenti,Fermin Tenti,2
Cordoba,Outdoor,Clay,129,24,191.0,0,0,R,194,-1,0,-4,"436,932",369,26,185,0,0,R,176,0,0,1,"81,118",Tomas Barrios Vera,Nicolas Alvarez,Tomas Barrios Vera,1
Cordoba,Outdoor,Clay,1357,30,,"$335,776",0,R,kg,0,0/4,0,2021,264,27,178,"$554,837",0,R,163,0,4/6,0,0,Agustin Velotti,Mario Vilella Martinez,Agustin Velotti,1
Cordoba,Outdoor,Clay,197,24,185.0,0,0,R,173,-1,0,-1,"375,047",319,28,,0,0,R,154,0,0,2,"490,519",Felipe Meligeni Rodrigues Alves,Joao Domingues,Felipe Meligeni Rodrigues Alves,1
Cordoba,Outdoor,Clay,524,32,191.0,0,0,R,187,0,0,-1,"196,268",506,30,183,0,0,R,172,0,0,-14,"1,314,122",Carlos Gomez-Herrera,Guido Andreozzi,Carlos Gomez-Herrera,1
Cordoba,Outdoor,Clay,151,30,185,0,0,R,179,-4,0,-5,"741,456",523,29,180.0,0,0,R,174,0,0,-1,"155,732",Pedro Sakamoto,Emilio Gomez,Emilio Gomez,2
Cordoba,Outdoor,Clay,110,26,185.0,0,0,R,170,-1,0,-2,"455,849",463,27,191,0,0,R,191,0,0,0,"116,845",Juan Pablo Varillas,Matias Franco Descotte,Juan Pablo Varillas,1
Cordoba,Outdoor,Clay,241,21,183.0,0,0,L,165,0,0,-2,"91,112",514,24,178,0,0,R,152,0,0,-11,"579,519",Facundo Diaz Acosta,Sumit Nagal,Facundo Diaz Acosta,1
Cordoba,Outdoor,Clay,580,35,191,2,0,R,176,0,0,-18,"7,035,294",77,22,196.0,0,0,R,180,-5,0,-6,"439,251",Tomas Martin Etcheverry,Leonardo Mayer,Leonardo Mayer,2
Cordoba,Outdoor,Clay,194,21,188,0,0,R,179,0,0,-1,"132,214",102,32,183.0,0,0,L,180,-7,0,-36,"2,360,034",Facundo Bagnis,Thiago Agustin Tirante,Thiago Agustin Tirante,2
Cordoba,Outdoor,Clay,125,23,185.0,0,0,R,182,0,0,0,"242,840",241,21,183,0,0,L,165,0,0,-2,"91,112",Camilo Ugo Carabelli,Facundo Diaz Acosta,Camilo Ugo Carabelli,1
Cordoba,Outdoor,Clay,186,30,178,0,0,R,160,-1,0,-10,"1,160,601",523,29,180.0,0,0,R,174,0,0,-1,"155,732",Pedro Sakamoto,Renzo Olivo,Renzo Olivo,2
Cordoba,Outdoor,Clay,475,25,185.0,0,0,R,185,0,0,-3,"323,672",524,32,191,0,0,R,187,0,0,-1,"196,268",Joao Menezes,Carlos Gomez-Herrera,Joao Menezes,1
Cordoba,Outdoor,Clay,77,22,196.0,0,0,R,180,-5,0,-6,"439,251",757,30,193,0,0,R,191,0,0,-7,"306,766",Tomas Martin Etcheverry,Christian Lindell,Tomas Martin Etcheverry,1
Cordoba,Outdoor,Clay,130,25,185.0,0,0,R,180,-1,0,-14,"1,371,600",197,24,185,0,0,R,173,-1,0,-1,"375,047",Ernesto Escobedo,Felipe Meligeni Rodrigues Alves,Ernesto Escobedo,1
Cordoba,Outdoor,Clay,129,24,191.0,0,0,R,194,-1,0,-4,"436,932",1357,30,,0,0,R,kg,0,0,-4,"335,776",Tomas Barrios Vera,Agustin Velotti,Tomas Barrios Vera,1
Cordoba,Outdoor,Clay,110,26,185,0,0,R,170,-1,0,-2,"455,849",122,20,183.0,1,0,L,157,-2,0,-2,"462,656",Juan Manuel Cerundolo,Juan Pablo Varillas,Juan Pablo Varillas,2
Cordoba,Outdoor,Clay,202,30,185,0,0,L,176,0,0,-1,"497,255",102,32,183.0,0,0,L,180,-7,0,-36,"2,360,034",Facundo Bagnis,Andrea Collarini,Andrea Collarini,2
Cordoba,Outdoor,Clay,77,22,196.0,0,0,R,180,-5,0,-6,"439,251",130,25,185,0,0,R,180,-1,0,-14,"1,371,600",Tomas Martin Etcheverry,Ernesto Escobedo,Tomas Martin Etcheverry,1
Cordoba,Outdoor,Clay,475,25,185,0,0,R,185,0,0,-3,"323,672",122,20,183.0,1,0,L,157,-2,0,-2,"462,656",Juan Manuel Cerundolo,Joao Menezes,Joao Menezes,2
Cordoba,Outdoor,Clay,129,24,191.0,0,0,R,194,-1,0,-4,"436,932",125,23,185,0,0,R,182,0,0,0,"242,840",Tomas Barrios Vera,Camilo Ugo Carabelli,Tomas Barrios Vera,1
Cordoba,Outdoor,Clay,102,32,183.0,0,0,L,180,-7,0,-36,"2,360,034",523,29,180,0,0,R,174,0,0,-1,"155,732",Facundo Bagnis,Pedro Sakamoto,Facundo Bagnis,1
Cordoba,Outdoor,Clay,109,26,191,0,0,R,159,-2,0,-2,"1,076,491",204,29,183.0,0,1,R,181,-2,0,-22,"1,461,923",Jozef Kovalik,Daniel Elahi Galan,Daniel Elahi Galan,2
Cordoba,Outdoor,Clay,121,26,198.0,1,1,R,198,-2,0,-9,"2,278,833",71,25,183,0,0,R,168,-2,0,-26,"2,642,776",Nicolas Jarry,Jaume Munar,Nicolas Jarry,1
Cordoba,Outdoor,Clay,77,22,196.0,0,1,R,180,-5,0,-6,"439,251",182,32,183,0,0,R,183,-1,0,-11,"1,558,195",Tomas Martin Etcheverry,Andrej Martin,Tomas Martin Etcheverry,1
Cordoba,Outdoor,Clay,136,27,188,0,1,R,170,-2,0,-10,"1,488,200",41,23,185.0,0,1,R,176,2,0,-3,"1,038,623",Francisco Cerundolo,Gianluca Mager,Gianluca Mager,2
Cordoba,Outdoor,Clay,122,20,183.0,1,1,L,157,-2,0,-2,"462,656",255,22,185,1,0,R,174,-1,0,-6,"517,017",Juan Manuel Cerundolo,Thiago Seyboth Wild,Juan Manuel Cerundolo,1
Cordoba,Outdoor,Clay,80,29,180,0,1,R,165,-5,0,-13,"1,492,654",166,29,185.0,3,1,R,171,-4,0,-46,"4,435,378",Marco Cecchinato,Hugo Dellien,Hugo Dellien,2
Cordoba,Outdoor,Clay,87,29,183.0,1,4,R,170,-7,0,-22,"3,034,818",60,33,185,4,0,R,163,2,1,-36,"7,769,171",Roberto Carballes Baena,Joao Sousa,Roberto Carballes Baena,1
Cordoba,Outdoor,Clay,0,(),,0,0,U,kg,-200,0,-13727,0,129,24,191.0,0,0,R,194,-1,0,-4,"436,932",Tomas Barrios Vera, Bye, Bye,2
Cordoba,Outdoor,Clay,237,29,178,0,0,R,165,-1,0,-10,"946,683",102,32,183.0,0,1,L,180,-7,0,-36,"2,360,034",Facundo Bagnis,Nicolas Kicker,Nicolas Kicker,2
Cordoba,Outdoor,Clay,84,31,193.0,2,1,L,198,-8,0,-32,"5,829,145",391,34,180,0,0,R,154,0,0,-13,"1,035,502",Federico Delbonis,Pedro Sousa,Federico Delbonis,1
Cordoba,Outdoor,Clay,89,28,183.0,0,1,L,172,1,0,-23,"2,422,322",475,25,185,0,0,R,185,0,0,-3,"323,672",Thiago Monteiro,Joao Menezes,Thiago Monteiro,1
Cordoba,Outdoor,Clay,117,28,180,0,0,L,175,-3,0,-8,"2,178,095",67,30,180.0,0,1,R,161,0,0,-5,"1,696,575",Federico Coria,Dominik Koepfer,Dominik Koepfer,2
Cordoba,Outdoor,Clay,39,34,188.0,4,3,L,168,0,1,-28,"9,369,535",138,28,180,1,1,R,154,-1,0,-15,"2,101,811",Albert Ramos-Vinolas,Juan Ignacio Londero,Albert Ramos-Vinolas,1
Cordoba,Outdoor,Clay,30,22,183.0,1,0,R,165,11,0,4,"3,555,649",0,(),,0,0,U,kg,-200,0,-13727,0,Miomir Kecmanovic, Bye,Miomir Kecmanovic,1
Cordoba,Outdoor,Clay,73,33,196.0,3,0,R,176,-13,0,-45,"9,767,807",0,(),,0,0,U,kg,-200,0,-13727,0,Benoit Paire, Bye,Benoit Paire,1
Cordoba,Outdoor,Clay,0,(),,0,0,U,kg,-200,0,-13727,0,15,29,170.0,4,0,R,141,10,0,50,"12,357,623",Diego Schwartzman, Bye, Bye,2
Cordoba,Outdoor,Clay,129,24,191,0,0,R,194,-1,0,-4,"436,932",204,29,183.0,0,1,R,181,-2,0,-22,"1,461,923",Jozef Kovalik,Tomas Barrios Vera,Tomas Barrios Vera,2
Cordoba,Outdoor,Clay,41,23,185,0,1,R,176,2,0,-3,"1,038,623",67,30,180.0,0,2,R,161,0,0,-5,"1,696,575",Federico Coria,Francisco Cerundolo,Francisco Cerundolo,2
Cordoba,Outdoor,Clay,84,31,193,2,0,L,198,-8,0,-32,"5,829,145",102,32,183.0,0,3,L,180,-7,0,-36,"2,360,034",Facundo Bagnis,Federico Delbonis,Federico Delbonis,2
Cordoba,Outdoor,Clay,87,29,183,1,0,R,170,-7,0,-22,"3,034,818",89,28,183.0,0,3,L,172,1,0,-23,"2,422,322",Thiago Monteiro,Roberto Carballes Baena,Roberto Carballes Baena,2
Cordoba,Outdoor,Clay,39,34,188.0,4,1,L,168,0,1,-28,"9,369,535",77,22,196,0,0,R,180,-5,0,-6,"439,251",Albert Ramos-Vinolas,Tomas Martin Etcheverry,Albert Ramos-Vinolas,1
Cordoba,Outdoor,Clay,122,20,183.0,1,1,L,157,-2,0,-2,"462,656",30,22,183,1,0,R,165,11,0,4,"3,555,649",Juan Manuel Cerundolo,Miomir Kecmanovic,Juan Manuel Cerundolo,1
Cordoba,Outdoor,Clay,73,33,196.0,3,4,R,176,-13,0,-45,"9,767,807",121,26,198,1,0,R,198,-2,0,-9,"2,278,833",Benoit Paire,Nicolas Jarry,Benoit Paire,1
Cordoba,Outdoor,Clay,15,29,170.0,4,3,R,141,10,0,50,"12,357,623",166,29,185,3,1,R,171,-4,0,-46,"4,435,378",Diego Schwartzman,Marco Cecchinato,Diego Schwartzman,1
Cordoba,Outdoor,Clay,204,29,183,0,0,R,181,-2,0,-22,"1,461,923",102,32,183.0,0,1,L,180,-7,0,-36,"2,360,034",Facundo Bagnis,Jozef Kovalik,Jozef Kovalik,2
Cordoba,Outdoor,Clay,122,20,183.0,1,1,L,157,-2,0,-2,"462,656",89,28,183,0,0,L,172,1,0,-23,"2,422,322",Juan Manuel Cerundolo,Thiago Monteiro,Juan Manuel Cerundolo,1
Cordoba,Outdoor,Clay,67,30,180.0,0,2,R,161,0,0,-5,"1,696,575",73,33,196,3,0,R,176,-13,0,-45,"9,767,807",Federico Coria,Benoit Paire,Federico Coria,1
Cordoba,Outdoor,Clay,15,29,170,4,5,R,141,10,0,50,"12,357,623",39,34,188.0,4,1,L,168,0,1,-28,"9,369,535",Albert Ramos-Vinolas,Diego Schwartzman,Diego Schwartzman,2
Cordoba,Outdoor,Clay,67,30,180,0,0,R,161,0,0,-5,"1,696,575",122,20,183.0,1,1,L,157,-2,0,-2,"462,656",Juan Manuel Cerundolo,Federico Coria,Federico Coria,2
Cordoba,Outdoor,Clay,39,34,188.0,4,4,L,168,0,1,-28,"9,369,535",102,32,183,0,0,L,180,-7,0,-36,"2,360,034",Albert Ramos-Vinolas,Facundo Bagnis,Albert Ramos-Vinolas,1
Cordoba,Outdoor,Clay,39,34,188,4,0,L,168,0,1,-28,"9,369,535",122,20,183.0,1,1,L,157,-2,0,-2,"462,656",Juan Manuel Cerundolo,Albert Ramos-Vinolas,Albert Ramos-Vinolas,2
Montpellier,Indoor,Hard,296,25,196,0,0,R,187,0,0,-5,"679,999",92,32,188.0,1,0,R,183,-7,0,-20,"3,524,800",Peter Gojowczyk,Maxime Janvier,Maxime Janvier,2
Montpellier,Indoor,Hard,90,25,183.0,0,0,R,174,-2,0,-9,"995,799",385,36,193,4,0,R,176,0,0,-38,"5,606,768",Bernabe Zapata Miralles,Sergiy Stakhovsky,Bernabe Zapata Miralles,1
Montpellier,Indoor,Hard,53,26,188.0,0,0,R,187,-2,0,-10,"1,253,580",7,19,185,5,1,R,159,28,4,43,"5,856,924",Tallon Griekspoor,Carlos Alcaraz,Tallon Griekspoor,1
Montpellier,Indoor,Hard,25,26,191.0,0,0,R,187,6,0,11,"1,822,025",62,26,196,0,0,R,193,1,0,1,"1,287,822",Botic van de Zandschulp,Arthur Rinderknech,Botic van de Zandschulp,1
Montpellier,Indoor,Hard,171,30,175,3,0,R,150,0,0,-12,"4,662,152",396,21,175.0,0,0,R,151,0,0,0,"101,765",Kyrian Jacquet,Damir Dzumhur,Damir Dzumhur,2
Montpellier,Indoor,Hard,325,18,178,0,0,R,154,0,0,0,"82,124",272,26,183.0,0,0,R,168,0,0,-7,"1,038,020",Antoine Hoang,Luca Van Assche,Luca Van Assche,2
Montpellier,Indoor,Hard,180,28,183.0,0,0,R,176,-1,0,-18,"1,592,260",82,25,191,0,0,R,187,-2,0,-20,"1,505,501",Gregoire Barrere,Quentin Halys,Gregoire Barrere,1
Montpellier,Indoor,Hard,301,34,188.0,0,0,R,192,0,0,-50,"3,586,641",91,26,180,0,0,R,173,2,0,-11,"1,718,372",Lukas Lacko,Kamil Majchrzak,Lukas Lacko,1
Montpellier,Indoor,Hard,92,32,188.0,1,1,R,183,-7,0,-20,"3,524,800",301,34,188,0,0,R,192,0,0,-50,"3,586,641",Peter Gojowczyk,Lukas Lacko,Peter Gojowczyk,1
Montpellier,Indoor,Hard,90,25,183.0,0,0,R,174,-2,0,-9,"995,799",396,21,175,0,0,R,151,0,0,0,"101,765",Bernabe Zapata Miralles,Kyrian Jacquet,Bernabe Zapata Miralles,1
Montpellier,Indoor,Hard,272,26,183,0,0,R,168,0,0,-7,"1,038,020",53,26,188.0,0,0,R,187,-2,0,-10,"1,253,580",Tallon Griekspoor,Antoine Hoang,Antoine Hoang,2
Montpellier,Indoor,Hard,180,28,183.0,0,0,R,176,-1,0,-18,"1,592,260",25,26,191,0,1,R,187,6,0,11,"1,822,025",Gregoire Barrere,Botic van de Zandschulp,Gregoire Barrere,1
Montpellier,Indoor,Hard,68,28,198.0,2,1,L,207,-4,0,-25,"5,303,147",88,23,183,0,0,R,165,0,0,-7,"1,806,358",Jiri Vesely,Mikael Ymer,Jiri Vesely,1
Montpellier,Indoor,Hard,170,37,183,14,0,R,154,-2,0,109,"15,903,566",153,28,183.0,0,1,R,178,-2,0,-23,"1,540,972",Dennis Novak,Gilles Simon,Gilles Simon,2
Montpellier,Indoor,Hard,0,(1,188,18,0,R,205,-4,0,230,"22,458,018",46,21,196.0,1,1,R,175,4,0,16,"2,249,982",Sebastian Korda,Jo-Wilfried Tsonga,Jo-Wilfried Tsonga,2
Montpellier,Indoor,Hard,65,28,180,0,0,R,170,-8,0,-9,"2,208,318",53,26,188.0,0,1,R,187,-2,0,-10,"1,253,580",Tallon Griekspoor,Marcos Giron,Marcos Giron,2
Montpellier,Indoor,Hard,52,35,191,46,0,R,181,7,0,484,"62,799,579",144,29,196.0,0,1,R,190,-4,0,4,"1,898,609",Egor Gerasimov,Andy Murray,Andy Murray,2
Montpellier,Indoor,Hard,37,23,183.0,0,2,R,176,-2,0,-2,"2,980,330",90,25,183,0,0,R,174,-2,0,-9,"995,799",Alejandro Davidovich Fokina,Bernabe Zapata Miralles,Alejandro Davidovich Fokina,1
Montpellier,Indoor,Hard,192,28,185,5,0,R,185,-3,0,11,"8,105,164",47,26,183.0,0,1,R,180,2,0,-4,"1,404,275",Benjamin Bonzi,Lucas Pouille,Lucas Pouille,2
Montpellier,Indoor,Hard,180,28,183.0,0,1,R,176,-1,0,-18,"1,592,260",26,30,185,5,1,R,174,-9,0,-16,"8,197,660",Gregoire Barrere,Nikoloz Basilashvili,Gregoire Barrere,1
Montpellier,Indoor,Hard,92,32,188.0,1,1,R,183,-7,0,-20,"3,524,800",155,32,193,0,0,R,202,-8,0,-35,"7,536,402",Peter Gojowczyk,Jan-Lennard Struff,Peter Gojowczyk,1
Montpellier,Indoor,Hard,54,27,191.0,2,3,R,168,-2,0,-3,"3,837,473",66,21,173,0,0,L,149,-3,0,-4,"1,332,937",Lorenzo Sonego,Hugo Gaston,Lorenzo Sonego,1
Montpellier,Indoor,Hard,112,24,188.0,3,1,L,160,-10,0,-5,"3,042,098",124,31,193,0,0,R,187,-5,0,-29,"1,989,070",Ugo Humbert,Norbert Gombos,Ugo Humbert,1
Montpellier,Indoor,Hard,13,20,188,5,1,R,167,19,0,55,"5,287,174",200,32,183.0,0,2,R,161,-3,0,-17,"4,974,184",Aljaz Bedene,Jannik Sinner,Jannik Sinner,2
Montpellier,Indoor,Hard,0,(),,0,0,U,kg,-200,0,-13727,0,10,25,196.0,5,0,R,179,17,1,23,"7,306,253",Hubert Hurkacz, Bye, Bye,2
Montpellier,Indoor,Hard,0,(),,0,0,U,kg,-200,0,-13727,0,64,32,183.0,1,0,R,183,-10,0,-52,"7,593,863",Dusan Lajovic, Bye, Bye,2
Montpellier,Indoor,Hard,58,31,180.0,6,0,R,154,3,1,98,"15,875,367",0,(),,0,0,U,kg,-200,0,-13727,0,David Goffin, Bye,David Goffin,1
Montpellier,Indoor,Hard,19,34,183.0,10,0,R,165,13,1,144,"15,977,950",0,(),,0,0,U,kg,-200,0,-13727,0,Roberto Bautista Agut, Bye,Roberto Bautista Agut,1
Montpellier,Indoor,Hard,68,28,198,2,0,L,207,-4,0,-25,"5,303,147",92,32,188.0,1,1,R,183,-7,0,-20,"3,524,800",Peter Gojowczyk,Jiri Vesely,Jiri Vesely,2
Montpellier,Indoor,Hard,144,29,196.0,0,1,R,190,-4,0,4,"1,898,609",200,32,183,0,1,R,161,-3,0,-17,"4,974,184",Egor Gerasimov,Aljaz Bedene,Egor Gerasimov,1
Montpellier,Indoor,Hard,46,21,196,1,1,R,175,4,0,16,"2,249,982",54,27,191.0,2,2,R,168,-2,0,-3,"3,837,473",Lorenzo Sonego,Sebastian Korda,Sebastian Korda,2
Montpellier,Indoor,Hard,53,26,188,0,0,R,187,-2,0,-10,"1,253,580",112,24,188.0,3,1,L,160,-10,0,-5,"3,042,098",Ugo Humbert,Tallon Griekspoor,Tallon Griekspoor,2
Montpellier,Indoor,Hard,37,23,183.0,0,3,R,176,-2,0,-2,"2,980,330",10,25,196,5,2,R,179,17,1,23,"7,306,253",Alejandro Davidovich Fokina,Hubert Hurkacz,Alejandro Davidovich Fokina,1
Montpellier,Indoor,Hard,64,32,183,1,1,R,183,-10,0,-52,"7,593,863",153,28,183.0,0,1,R,178,-2,0,-23,"1,540,972",Dennis Novak,Dusan Lajovic,Dusan Lajovic,2
Montpellier,Indoor,Hard,47,26,183,0,0,R,180,2,0,-4,"1,404,275",58,31,180.0,6,2,R,154,3,1,98,"15,875,367",David Goffin,Benjamin Bonzi,Benjamin Bonzi,2
Montpellier,Indoor,Hard,180,28,183,0,0,R,176,-1,0,-18,"1,592,260",19,34,183.0,10,1,R,165,13,1,144,"15,977,950",Roberto Bautista Agut,Gregoire Barrere,Gregoire Barrere,2
Montpellier,Indoor,Hard,92,32,188.0,1,1,R,183,-7,0,-20,"3,524,800",153,28,183,0,0,R,178,-2,0,-23,"1,540,972",Peter Gojowczyk,Dennis Novak,Peter Gojowczyk,1
Montpellier,Indoor,Hard,37,23,183,0,0,R,176,-2,0,-2,"2,980,330",144,29,196.0,0,1,R,190,-4,0,4,"1,898,609",Egor Gerasimov,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,2
Montpellier,Indoor,Hard,58,31,180.0,6,1,R,154,3,1,98,"15,875,367",54,27,191,2,0,R,168,-2,0,-3,"3,837,473",David Goffin,Lorenzo Sonego,David Goffin,1
Montpellier,Indoor,Hard,19,34,183.0,10,1,R,165,13,1,144,"15,977,950",112,24,188,3,0,L,160,-10,0,-5,"3,042,098",Roberto Bautista Agut,Ugo Humbert,Roberto Bautista Agut,1
Montpellier,Indoor,Hard,58,31,180.0,6,1,R,154,3,1,98,"15,875,367",144,29,196,0,1,R,190,-4,0,4,"1,898,609",David Goffin,Egor Gerasimov,David Goffin,1
Montpellier,Indoor,Hard,92,32,188,1,0,R,183,-7,0,-20,"3,524,800",19,34,183.0,10,5,R,165,13,1,144,"15,977,950",Roberto Bautista Agut,Peter Gojowczyk,Peter Gojowczyk,2
Montpellier,Indoor,Hard,58,31,180.0,6,4,R,154,3,1,98,"15,875,367",19,34,183,10,2,R,165,13,1,144,"15,977,950",David Goffin,Roberto Bautista Agut,David Goffin,1
Rotterdam,Indoor,Hard,272,26,183.0,0,0,R,168,0,0,-7,"1,038,020",754,22,180,0,0,R,169,0,0,0,"63,565",Antoine Hoang,Ryan Nijboer,Antoine Hoang,1
Rotterdam,Indoor,Hard,162,38,191.0,3,0,R,172,-3,0,-36,"11,720,532",45,25,198,0,0,R,185,-1,0,-1,"1,239,154",Andreas Seppi,Maxime Cressy,Andreas Seppi,1
Rotterdam,Indoor,Hard,124,31,193.0,0,0,R,187,-5,0,-29,"1,989,070",242,26,188,0,0,R,183,0,0,0,"152,064",Norbert Gombos,Jelle Sels,Norbert Gombos,1
Rotterdam,Indoor,Hard,882,28,183,0,0,R,180,0,0,-3,"293,213",223,31,188.0,0,0,R,165,-1,0,-26,"8,972,885",Pierre-Hugues Herbert,Vaclav Safranek,Vaclav Safranek,2
Rotterdam,Indoor,Hard,65,28,180.0,0,0,R,170,-8,0,-9,"2,208,318",104,25,188,1,0,R,195,5,1,4,"303,889",Marcos Giron,Tim van Rijthoven,Marcos Giron,1
Rotterdam,Indoor,Hard,0,(1,183,0,0,L,143,0,0,0,"80,552",12,26,188.0,4,0,L,181,12,2,30,"6,355,415",Cameron Norrie,Miliaan Niesten,Miliaan Niesten,2
Rotterdam,Indoor,Hard,53,26,188,0,0,R,187,-2,0,-10,"1,253,580",474,35,188.0,1,0,R,165,0,0,-6,"10,535,763",Jeremy Chardy,Tallon Griekspoor,Tallon Griekspoor,2
Rotterdam,Indoor,Hard,59,30,188.0,1,0,R,181,-1,0,3,"5,204,690",62,26,196,0,0,R,193,1,0,1,"1,287,822",Marton Fucsovics,Arthur Rinderknech,Marton Fucsovics,1
Rotterdam,Indoor,Hard,124,31,193,0,0,R,187,-5,0,-29,"1,989,070",65,28,180.0,0,1,R,170,-8,0,-9,"2,208,318",Marcos Giron,Norbert Gombos,Norbert Gombos,2
Rotterdam,Indoor,Hard,12,26,188.0,4,0,L,181,12,2,30,"6,355,415",162,38,191,3,0,R,172,-3,0,-36,"11,720,532",Cameron Norrie,Andreas Seppi,Cameron Norrie,1
Rotterdam,Indoor,Hard,474,35,188.0,1,1,R,165,0,0,-6,"10,535,763",272,26,183,0,0,R,168,0,0,-7,"1,038,020",Jeremy Chardy,Antoine Hoang,Jeremy Chardy,1
Rotterdam,Indoor,Hard,223,31,188,0,0,R,165,-1,0,-26,"8,972,885",59,30,188.0,1,0,R,181,-1,0,3,"5,204,690",Marton Fucsovics,Pierre-Hugues Herbert,Pierre-Hugues Herbert,2
Rotterdam,Indoor,Hard,32,25,185.0,1,1,R,180,4,0,4,"2,846,828",54,27,191,2,1,R,168,-2,0,-3,"3,837,473",Tommy Paul,Lorenzo Sonego,Tommy Paul,1
Rotterdam,Indoor,Hard,26,30,185,5,0,R,174,-9,0,-16,"8,197,660",12,26,188.0,4,3,L,181,12,2,30,"6,355,415",Cameron Norrie,Nikoloz Basilashvili,Nikoloz Basilashvili,2
Rotterdam,Indoor,Hard,257,35,191,2,1,R,170,0,0,-38,"7,777,228",52,35,191.0,46,5,R,181,7,0,484,"62,799,579",Andy Murray,Robin Haase,Robin Haase,2
Rotterdam,Indoor,Hard,10,25,196.0,5,1,R,179,17,1,23,"7,306,253",86,34,180,1,1,L,174,0,0,-45,"9,064,291",Hubert Hurkacz,Adrian Mannarino,Hubert Hurkacz,1
Rotterdam,Indoor,Hard,59,30,188.0,1,1,R,181,-1,0,3,"5,204,690",18,24,211,4,0,R,225,6,2,5,"4,103,038",Marton Fucsovics,Reilly Opelka,Marton Fucsovics,1
Rotterdam,Indoor,Hard,85,33,183,1,0,R,174,-6,0,-26,"5,124,430",27,23,183.0,5,4,R,152,10,0,36,"6,995,192",Alex de Minaur,John Millman,John Millman,2
Rotterdam,Indoor,Hard,201,25,188.0,2,1,R,187,-4,0,21,"8,748,925",25,26,191,0,0,R,187,6,0,11,"1,822,025",Borna Coric,Botic van de Zandschulp,Borna Coric,1
