tourney_date,tourney_name,surface,tourney_level,round,first_player_height,first_player_age,first_player_rank,first_player_ace,first_player_double_fault,second_player_height,second_player_age,second_player_rank,second_player_ace,second_player_double_fault,first_player,second_player,winner_player,player1_AceAverage_AllTime,player2_AceAverage_AllTime,player1_AceAverage_surface,player2_AceAverage_surface,player1_win_avr_surface_alltime,player2_win_avr_surface_alltime,year,player1_win_avr_surface_and_year,player2_win_avr_surface_and_year
20121230,Brisbane,Hard,A,R32,190.0,23.4,30.0,3.0,3.0,188.0,26.3,43.0,6.0,2.0,Martin Klizan,Denis Istomin,2,0.0,0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0
20121230,Brisbane,Hard,A,R32,185.0,31.4,41.0,4.0,1.0,185.0,31.0,35.0,6.0,6.0,Jarkko Nieminen,Julien Benneteau,1,,,,,,,2012,,
20121230,Brisbane,Hard,A,R32,183.0,20.6,69.0,4.0,1.0,180.0,30.6,114.0,6.0,0.0,Ryan Harrison,Tommy Robredo,2,,,,,,,2012,,
20121230,Brisbane,Hard,A,R32,194.0,27.3,49.0,3.0,1.0,178.0,23.0,19.0,2.0,0.0,Marinko Matosevic,Kei Nishikori,2,,,,,,,2012,,
20121230,Brisbane,Hard,A,R32,188.0,25.0,57.0,3.0,0.0,190.0,29.2,28.0,6.0,1.0,Santiago Giraldo,Florian Mayer,2,,,,,,,2012,,
20121230,Brisbane,Hard,A,R32,183.0,27.5,36.0,5.0,1.0,183.0,20.0,327.0,5.0,1.0,Marcos Baghdatis,Benjamin Mitchell,1,,,,,,,2012,,
20121230,Brisbane,Hard,A,R32,185.0,29.1,54.0,11.0,1.0,175.0,25.2,104.0,5.0,2.0,Alejandro Falla,Jesse Levine,1,,,,,,,2012,,
20121230,Brisbane,Hard,A,R32,180.0,20.3,137.0,3.0,3.0,183.0,31.6,29.0,5.0,1.0,Denis Kudla,Jurgen Melzer,2,,,,,,,2012,,
20121230,Brisbane,Hard,A,R32,188.0,25.0,105.0,1.0,4.0,180.0,22.0,46.0,2.0,2.0,Matthew Ebden,David Goffin,2,,,,,,,2012,,
20121230,Brisbane,Hard,A,R32,190.0,27.6,61.0,6.0,2.0,188.0,21.6,48.0,10.0,1.0,Brian Baker,Grigor Dimitrov,2,,,,,,,2012,,
20121230,Brisbane,Hard,A,R16,183.0,23.5,199.0,2.0,5.0,190.0,25.6,3.0,7.0,3.0,John Millman,Andy Murray,2,,,,,,,2012,,
20121230,Brisbane,Hard,A,R16,188.0,26.3,43.0,11.0,2.0,180.0,31.8,83.0,3.0,1.0,Denis Istomin,Lleyton Hewitt,1,6.0,,6.0,,1.0,,2012,1.0,
20121230,Brisbane,Hard,A,R16,180.0,24.1,18.0,6.0,0.0,185.0,31.4,41.0,0.0,1.0,Alexandr Dolgopolov,Jarkko Nieminen,1,,4.0,,4.0,,1.0,2012,,1.0
20121230,Brisbane,Hard,A,R16,178.0,23.0,19.0,1.0,1.0,180.0,30.6,114.0,4.0,2.0,Kei Nishikori,Tommy Robredo,1,2.0,6.0,2.0,6.0,1.0,1.0,2012,1.0,1.0
20121230,Brisbane,Hard,A,R16,190.0,29.2,28.0,1.0,0.0,183.0,27.5,36.0,15.0,2.0,Florian Mayer,Marcos Baghdatis,2,6.0,5.0,6.0,5.0,1.0,1.0,2012,1.0,1.0
20121230,Brisbane,Hard,A,R16,183.0,28.0,16.0,5.0,1.0,185.0,29.1,54.0,6.0,2.0,Gilles Simon,Alejandro Falla,1,,11.0,,11.0,,1.0,2012,,1.0
20121230,Brisbane,Hard,A,R16,180.0,22.0,46.0,6.0,4.0,183.0,31.6,29.0,7.0,2.0,David Goffin,Jurgen Melzer,2,2.0,5.0,2.0,5.0,1.0,1.0,2012,1.0,1.0
20121230,Brisbane,Hard,A,R16,188.0,21.6,48.0,10.0,4.0,196.0,22.0,13.0,4.0,2.0,Grigor Dimitrov,Milos Raonic,1,10.0,,10.0,,1.0,,2012,1.0,
20121230,Brisbane,Hard,A,QF,188.0,26.3,43.0,7.0,1.0,190.0,25.6,3.0,4.0,2.0,Denis Istomin,Andy Murray,2,8.5,7.0,8.5,7.0,1.0,1.0,2012,1.0,1.0
20121230,Brisbane,Hard,A,QF,180.0,24.1,18.0,4.0,0.0,178.0,23.0,19.0,5.0,0.0,Alexandr Dolgopolov,Kei Nishikori,2,6.0,1.5,6.0,1.5,1.0,1.0,2012,1.0,1.0
20121230,Brisbane,Hard,A,QF,183.0,27.5,36.0,6.0,2.0,183.0,28.0,16.0,3.0,2.0,Marcos Baghdatis,Gilles Simon,1,10.0,5.0,10.0,5.0,1.0,1.0,2012,1.0,1.0
20121230,Brisbane,Hard,A,QF,183.0,31.6,29.0,5.0,2.0,188.0,21.6,48.0,17.0,1.0,Jurgen Melzer,Grigor Dimitrov,2,6.0,10.0,6.0,10.0,1.0,1.0,2012,1.0,1.0
20121230,Brisbane,Hard,A,SF,178.0,23.0,19.0,1.0,0.0,190.0,25.6,3.0,4.0,1.0,Kei Nishikori,Andy Murray,2,2.7,5.5,2.7,5.5,1.0,1.0,2012,1.0,1.0
20121230,Brisbane,Hard,A,SF,188.0,21.6,48.0,12.0,3.0,183.0,27.5,36.0,4.0,3.0,Grigor Dimitrov,Marcos Baghdatis,1,12.3,8.7,12.3,8.7,1.0,1.0,2012,1.0,1.0
20121230,Brisbane,Hard,A,F,190.0,25.6,3.0,7.0,4.0,188.0,21.6,48.0,3.0,2.0,Andy Murray,Grigor Dimitrov,1,5.0,12.3,5.0,12.3,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,R32,180.0,27.8,664.0,7.0,0.0,180.0,29.4,106.0,0.0,1.0,Somdev Devvarman,Jan Hajek,1,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,188.0,25.8,94.0,4.0,4.0,183.0,24.7,80.0,2.0,2.0,Blaz Kavcic,Roberto Bautista Agut,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,180.0,29.3,59.0,7.0,2.0,188.0,25.7,123.0,6.0,7.0,Yen Hsun Lu,Matthias Bachinger,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,183.0,24.9,111.0,6.0,2.0,193.0,26.9,103.0,10.0,3.0,Ruben Bemelmans,Sergiy Stakhovsky,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,193.0,28.7,132.0,2.0,1.0,175.0,27.7,109.0,2.0,2.0,Rajeev Ram,Dudi Sela,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,173.0,29.1,95.0,2.0,2.0,196.0,23.6,47.0,6.0,4.0,Flavio Cipolla,Benoit Paire,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,183.0,20.4,217.0,8.0,3.0,190.0,25.7,56.0,4.0,3.0,Yuki Bhambri,Robin Haase,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,185.0,23.7,101.0,0.0,2.0,181.0,23.4,86.0,6.0,2.0,Joao Sousa,Aljaz Bedene,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,190.0,25.3,68.0,9.0,1.0,183.0,22.2,177.0,4.0,2.0,Igor Sijsling,Cedrik Marcel Stebe,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,178.0,28.3,60.0,1.0,1.0,185.0,22.6,81.0,5.0,3.0,Go Soeda,Evgeny Donskoy,1,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,188.0,22.6,92.0,5.0,6.0,188.0,29.2,551.0,9.0,1.0,Guillaume Rufin,Prakash Amritraj,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R32,185.0,21.8,78.0,3.0,2.0,188.0,29.0,102.0,2.0,0.0,Andrey Kuznetsov,Edouard Roger Vasselin,2,,,,,,,2012,,
20121231,Chennai,Hard,A,R16,180.0,27.8,664.0,2.0,1.0,196.0,27.2,6.0,4.0,0.0,Somdev Devvarman,Tomas Berdych,2,7.0,,7.0,,1.0,,2012,1.0,
20121231,Chennai,Hard,A,R16,183.0,24.7,80.0,1.0,3.0,188.0,25.7,123.0,2.0,1.0,Roberto Bautista Agut,Matthias Bachinger,1,2.0,6.0,2.0,6.0,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,R16,193.0,26.9,103.0,4.0,5.0,198.0,24.2,15.0,15.0,1.0,Sergiy Stakhovsky,Marin Cilic,2,10.0,,10.0,,1.0,,2012,1.0,
20121231,Chennai,Hard,A,R16,175.0,27.7,109.0,0.0,2.0,196.0,23.6,47.0,9.0,4.0,Dudi Sela,Benoit Paire,2,2.0,6.0,2.0,6.0,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,R16,190.0,25.7,56.0,5.0,2.0,181.0,23.4,86.0,4.0,1.0,Robin Haase,Aljaz Bedene,2,4.0,6.0,4.0,6.0,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,R16,183.0,22.2,177.0,3.0,0.0,183.0,27.7,17.0,7.0,0.0,Cedrik Marcel Stebe,Stan Wawrinka,2,4.0,,4.0,,1.0,,2012,1.0,
20121231,Chennai,Hard,A,R16,178.0,28.3,60.0,11.0,1.0,188.0,29.2,551.0,9.0,0.0,Go Soeda,Prakash Amritraj,1,1.0,9.0,1.0,9.0,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,R16,180.0,28.5,9.0,2.0,1.0,188.0,29.0,102.0,2.0,0.0,Janko Tipsarevic,Edouard Roger Vasselin,1,,2.0,,2.0,,1.0,2012,,1.0
20121231,Chennai,Hard,A,QF,183.0,24.7,80.0,2.0,2.0,196.0,27.2,6.0,11.0,3.0,Roberto Bautista Agut,Tomas Berdych,1,1.5,4.0,1.5,4.0,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,QF,198.0,24.2,15.0,8.0,1.0,196.0,23.6,47.0,9.0,7.0,Marin Cilic,Benoit Paire,2,15.0,7.5,15.0,7.5,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,QF,183.0,27.7,17.0,5.0,2.0,181.0,23.4,86.0,5.0,3.0,Stan Wawrinka,Aljaz Bedene,2,7.0,5.0,7.0,5.0,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,QF,180.0,28.5,9.0,9.0,1.0,178.0,28.3,60.0,6.0,0.0,Janko Tipsarevic,Go Soeda,1,2.0,6.0,2.0,6.0,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,SF,183.0,24.7,80.0,3.0,3.0,196.0,23.6,47.0,15.0,6.0,Roberto Bautista Agut,Benoit Paire,1,1.7,8.0,1.7,8.0,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,SF,180.0,28.5,9.0,9.0,0.0,181.0,23.4,86.0,8.0,5.0,Janko Tipsarevic,Aljaz Bedene,1,5.5,5.0,5.5,5.0,1.0,1.0,2012,1.0,1.0
20121231,Chennai,Hard,A,F,183.0,24.7,80.0,5.0,3.0,180.0,28.5,9.0,8.0,1.0,Roberto Bautista Agut,Janko Tipsarevic,2,2.0,5.5,2.0,5.5,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,R32,175.0,30.7,5.0,2.0,5.0,196.0,28.0,167.0,14.0,3.0,David Ferrer,Dustin Brown,1,,,,,,,2012,,
20121231,Doha,Hard,A,R32,180.0,26.6,98.0,3.0,2.0,183.0,34.9,91.0,3.0,4.0,Tobias Kamke,Ruben Ramirez Hidalgo,1,,,,,,,2012,,
20121231,Doha,Hard,A,R32,188.0,24.9,50.0,2.0,2.0,183.0,31.0,64.0,0.0,1.0,Albert Ramos,Paolo Lorenzi,2,,,,,,,2012,,
20121231,Doha,Hard,A,R32,180.0,26.9,42.0,0.0,3.0,196.0,27.4,73.0,3.0,4.0,Pablo Andujar,Lukas Rosol,2,,,,,,,2012,,
20121231,Doha,Hard,A,R32,178.0,31.5,65.0,12.0,3.0,183.0,30.5,25.0,5.0,1.0,Benjamin Becker,Mikhail Youzhny,2,,,,,,,2012,,
20121231,Doha,Hard,A,R32,198.0,31.4,62.0,1.0,0.0,178.0,31.5,44.0,2.0,0.0,Victor Hanescu,Nikolay Davydenko,2,,,,,,,2012,,
20121231,Doha,Hard,A,R32,185.0,27.4,70.0,13.0,4.0,183.0,27.2,84.0,6.0,2.0,Daniel Gimeno Traver,Simone Bolelli,2,,,,,,,2012,,
20121231,Doha,Hard,A,R32,190.0,30.6,74.0,7.0,1.0,188.0,31.2,40.0,6.0,4.0,Lukasz Kubot,Feliciano Lopez,1,,,,,,,2012,,
20121231,Doha,Hard,A,R32,188.0,25.8,32.0,6.0,6.0,196.0,25.4,153.0,6.0,2.0,Jeremy Chardy,Daniel Brands,2,,,,,,,2012,,
20121231,Doha,Hard,A,R32,193.0,26.3,77.0,3.0,4.0,185.0,18.8,1851.0,0.0,1.0,Gael Monfils,Mousa Shanan Zayed,1,,,,,,,2012,,
20121231,Doha,Hard,A,R32,183.0,27.9,72.0,7.0,1.0,178.0,29.2,20.0,6.0,0.0,Ivan Dodig,Philipp Kohlschreiber,2,,,,,,,2012,,
20121231,Doha,Hard,A,R32,193.0,26.8,38.0,7.0,2.0,175.0,33.2,75.0,3.0,1.0,Viktor Troicki,Bjorn Phau,1,,,,,,,2012,,
20121231,Doha,Hard,A,R32,185.0,25.1,51.0,4.0,3.0,188.0,29.5,76.0,8.0,3.0,Lukas Lacko,Guillermo Garcia Lopez,1,,,,,,,2012,,
20121231,Doha,Hard,A,R32,183.0,26.2,55.0,4.0,3.0,178.0,25.6,45.0,2.0,4.0,Grega Zemlja,Fabio Fognini,1,,,,,,,2012,,
20121231,Doha,Hard,A,R32,190.0,33.4,193.0,2.0,0.0,185.0,26.5,10.0,6.0,3.0,Jan Hernych,Richard Gasquet,2,,,,,,,2012,,
20121231,Doha,Hard,A,R16,175.0,30.7,5.0,2.0,0.0,180.0,26.6,98.0,0.0,1.0,David Ferrer,Tobias Kamke,1,2.0,3.0,2.0,3.0,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,R16,196.0,27.4,73.0,2.0,1.0,183.0,31.0,64.0,1.0,0.0,Lukas Rosol,Paolo Lorenzi,2,3.0,0.0,3.0,0.0,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,R16,178.0,31.5,44.0,1.0,1.0,183.0,30.5,25.0,3.0,2.0,Nikolay Davydenko,Mikhail Youzhny,1,2.0,5.0,2.0,5.0,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,R16,183.0,27.2,84.0,7.0,2.0,190.0,30.6,74.0,6.0,3.0,Simone Bolelli,Lukasz Kubot,1,6.0,7.0,6.0,7.0,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,R16,196.0,25.4,153.0,9.0,1.0,183.0,22.2,456.0,4.0,1.0,Daniel Brands,Mohamed Safwat,1,6.0,,6.0,,1.0,,2012,1.0,
20121231,Doha,Hard,A,R16,193.0,26.3,77.0,10.0,0.0,178.0,29.2,20.0,2.0,1.0,Gael Monfils,Philipp Kohlschreiber,1,3.0,6.0,3.0,6.0,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,R16,185.0,25.1,51.0,5.0,2.0,193.0,26.8,38.0,9.0,1.0,Lukas Lacko,Viktor Troicki,1,4.0,7.0,4.0,7.0,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,R16,183.0,26.2,55.0,17.0,1.0,185.0,26.5,10.0,14.0,5.0,Grega Zemlja,Richard Gasquet,2,4.0,6.0,4.0,6.0,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,QF,175.0,30.7,5.0,4.0,2.0,183.0,31.0,64.0,2.0,2.0,David Ferrer,Paolo Lorenzi,1,2.0,0.5,2.0,0.5,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,QF,178.0,31.5,44.0,0.0,0.0,183.0,27.2,84.0,0.0,0.0,Nikolay Davydenko,Simone Bolelli,1,1.5,6.5,1.5,6.5,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,QF,196.0,25.4,153.0,5.0,1.0,193.0,26.3,77.0,8.0,4.0,Daniel Brands,Gael Monfils,1,7.5,6.5,7.5,6.5,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,QF,185.0,25.1,51.0,2.0,2.0,185.0,26.5,10.0,8.0,1.0,Lukas Lacko,Richard Gasquet,2,4.5,10.0,4.5,10.0,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,SF,178.0,31.5,44.0,0.0,0.0,175.0,30.7,5.0,0.0,0.0,Nikolay Davydenko,David Ferrer,1,1.0,2.7,1.0,2.7,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,SF,185.0,26.5,10.0,7.0,0.0,196.0,25.4,153.0,10.0,1.0,Richard Gasquet,Daniel Brands,1,9.3,6.7,9.3,6.7,1.0,1.0,2012,1.0,1.0
20121231,Doha,Hard,A,F,185.0,26.5,10.0,5.0,5.0,178.0,31.5,44.0,2.0,1.0,Richard Gasquet,Nikolay Davydenko,1,9.3,0.8,9.3,0.8,1.0,1.0,2012,1.0,1.0
20130107,Auckland,Hard,A,R32,180.0,29.4,60.0,6.0,7.0,196.0,23.6,43.0,13.0,5.0,Yen Hsun Lu,Benoit Paire,1,7.0,9.8,7.0,9.8,0.0,0.75,2013,,
20130107,Auckland,Hard,A,R32,183.0,31.0,57.0,6.0,3.0,185.0,25.1,48.0,10.0,1.0,Paolo Lorenzi,Lukas Lacko,2,1.0,3.7,1.0,3.7,0.667,0.667,2013,,
20130107,Auckland,Hard,A,R32,188.0,25.0,32.0,2.0,0.0,180.0,22.0,50.0,3.0,2.0,Thomaz Bellucci,David Goffin,1,,4.0,,4.0,,0.5,2013,,
20130107,Auckland,Hard,A,R32,190.0,25.3,70.0,14.0,1.0,190.0,25.7,54.0,5.0,1.0,Igor Sijsling,Robin Haase,1,9.0,4.5,9.0,4.5,0.0,0.5,2013,,
20130107,Auckland,Hard,A,R32,178.0,31.5,65.0,5.0,2.0,193.0,26.3,99.0,19.0,6.0,Benjamin Becker,Gael Monfils,2,12.0,7.0,12.0,7.0,0.0,0.667,2013,,
20130107,Auckland,Hard,A,R32,183.0,31.6,29.0,4.0,3.0,190.0,23.9,373.0,11.0,1.0,Jurgen Melzer,Greg Jones,2,5.7,,5.7,,0.667,,2013,,
20130107,Auckland,Hard,A,R32,190.0,27.6,59.0,2.0,2.0,203.0,22.1,26.0,11.0,10.0,Brian Baker,Jerzy Janowicz,1,6.0,,6.0,,0.0,,2013,,
20130107,Auckland,Hard,A,R32,175.0,25.2,104.0,2.0,1.0,190.0,28.6,376.0,2.0,0.0,Jesse Levine,Daniel King Turner,1,5.0,,5.0,,0.0,,2013,,
20130107,Auckland,Hard,A,R32,188.0,24.9,51.0,7.0,1.0,168.0,31.9,89.0,0.0,4.0,Albert Ramos,Olivier Rochus,2,2.0,,2.0,,0.0,,2013,,
20130107,Auckland,Hard,A,R32,185.0,32.4,62.0,13.0,2.0,190.0,23.4,30.0,5.0,4.0,Xavier Malisse,Martin Klizan,1,,3.0,,3.0,,0.0,2013,,
20130107,Auckland,Hard,A,R32,178.0,28.3,73.0,0.0,1.0,188.0,25.1,63.0,4.0,0.0,Go Soeda,Santiago Giraldo,2,6.0,3.0,6.0,3.0,0.667,0.0,2013,,
20130107,Auckland,Hard,A,R32,185.0,29.1,53.0,6.0,1.0,183.0,26.2,56.0,5.0,2.0,Alejandro Falla,Grega Zemlja,1,8.5,10.5,8.5,10.5,0.5,0.5,2013,,
20130107,Auckland,Hard,A,R16,175.0,30.7,5.0,5.0,4.0,180.0,29.4,60.0,2.0,4.0,David Ferrer,Yen Hsun Lu,1,2.0,6.5,2.0,6.5,0.75,0.5,2013,,1.0
20130107,Auckland,Hard,A,R16,185.0,25.1,48.0,7.0,2.0,188.0,25.0,32.0,4.0,4.0,Lukas Lacko,Thomaz Bellucci,1,5.2,2.0,5.2,2.0,0.75,1.0,2013,1.0,1.0
20130107,Auckland,Hard,A,R16,190.0,25.3,70.0,5.0,1.0,188.0,34.7,21.0,4.0,3.0,Igor Sijsling,Tommy Haas,2,11.5,,11.5,,0.5,,2013,1.0,
20130107,Auckland,Hard,A,R16,193.0,26.3,99.0,3.0,1.0,190.0,23.9,373.0,1.0,1.0,Gael Monfils,Greg Jones,1,10.0,11.0,10.0,11.0,0.75,1.0,2013,1.0,1.0
20130107,Auckland,Hard,A,R16,175.0,25.2,104.0,5.0,4.0,190.0,27.6,59.0,5.0,1.0,Jesse Levine,Brian Baker,1,3.5,4.0,3.5,4.0,0.5,0.5,2013,1.0,1.0
20130107,Auckland,Hard,A,R16,198.0,25.2,22.0,18.0,5.0,168.0,31.9,89.0,2.0,1.0,Sam Querrey,Olivier Rochus,1,,0.0,,0.0,,1.0,2013,,1.0
20130107,Auckland,Hard,A,R16,185.0,32.4,62.0,15.0,3.0,188.0,25.1,63.0,5.0,1.0,Xavier Malisse,Santiago Giraldo,1,13.0,3.5,13.0,3.5,1.0,0.5,2013,1.0,1.0
20130107,Auckland,Hard,A,R16,178.0,29.2,19.0,9.0,4.0,185.0,29.1,53.0,2.0,2.0,Philipp Kohlschreiber,Alejandro Falla,1,4.0,7.7,4.0,7.7,0.5,0.667,2013,,1.0
20130107,Auckland,Hard,A,QF,175.0,30.7,5.0,3.0,0.0,185.0,25.1,48.0,1.0,1.0,David Ferrer,Lukas Lacko,1,2.6,5.6,2.6,5.6,0.8,0.8,2013,1.0,1.0
20130107,Auckland,Hard,A,QF,188.0,34.7,21.0,5.0,3.0,193.0,26.3,99.0,19.0,8.0,Tommy Haas,Gael Monfils,2,4.0,8.6,4.0,8.6,1.0,0.8,2013,1.0,1.0
20130107,Auckland,Hard,A,QF,175.0,25.2,104.0,3.0,4.0,198.0,25.2,22.0,14.0,1.0,Jesse Levine,Sam Querrey,2,4.0,18.0,4.0,18.0,0.667,1.0,2013,1.0,1.0
20130107,Auckland,Hard,A,QF,178.0,29.2,19.0,5.0,1.0,185.0,32.4,62.0,6.0,1.0,Philipp Kohlschreiber,Xavier Malisse,1,5.7,14.0,5.7,14.0,0.667,1.0,2013,1.0,1.0
20130107,Auckland,Hard,A,SF,193.0,26.3,99.0,1.0,5.0,175.0,30.7,5.0,2.0,1.0,Gael Monfils,David Ferrer,2,10.3,2.7,10.3,2.7,0.833,0.833,2013,1.0,1.0
20130107,Auckland,Hard,A,SF,198.0,25.2,22.0,10.0,4.0,178.0,29.2,19.0,10.0,0.0,Sam Querrey,Philipp Kohlschreiber,2,16.0,5.5,16.0,5.5,1.0,0.75,2013,1.0,1.0
20130107,Auckland,Hard,A,F,175.0,30.7,5.0,0.0,1.0,178.0,29.2,19.0,5.0,1.0,David Ferrer,Philipp Kohlschreiber,1,2.6,5.5,2.6,5.5,0.857,0.75,2013,1.0,1.0
20130107,Sydney,Hard,A,R32,183.0,24.7,55.0,0.0,0.0,183.0,20.6,68.0,3.0,0.0,Roberto Bautista Agut,Ryan Harrison,2,2.6,4.0,2.6,4.0,0.8,0.0,2013,,
20130107,Sydney,Hard,A,R32,185.0,31.0,35.0,11.0,2.0,180.0,26.9,45.0,2.0,4.0,Julien Benneteau,Pablo Andujar,1,6.0,0.0,6.0,0.0,0.0,0.0,2013,,
20130107,Sydney,Hard,A,R32,188.0,29.5,81.0,2.0,4.0,185.0,34.1,34.0,3.0,3.0,Guillermo Garcia Lopez,Radek Stepanek,2,8.0,,8.0,,0.0,,2013,,
20130107,Sydney,Hard,A,R32,188.0,26.3,46.0,11.0,1.0,183.0,20.9,223.0,13.0,1.0,Denis Istomin,James Duckworth,1,8.0,,8.0,,0.667,,2013,,
20130107,Sydney,Hard,A,R32,181.0,23.4,77.0,12.0,8.0,203.0,26.6,36.0,12.0,1.0,Aljaz Bedene,Kevin Anderson,2,5.8,,5.8,,0.75,,2013,,
20130107,Sydney,Hard,A,R32,188.0,25.9,37.0,7.0,7.0,188.0,31.2,42.0,22.0,5.0,Jeremy Chardy,Feliciano Lopez,2,6.0,6.0,6.0,6.0,0.0,0.0,2013,,
20130107,Sydney,Hard,A,R32,188.0,25.1,105.0,6.0,9.0,190.0,26.7,33.0,5.0,7.0,Matthew Ebden,Marcel Granollers,2,1.0,,1.0,,0.0,,2013,,
20130107,Sydney,Hard,A,R32,188.0,21.6,41.0,4.0,3.0,178.0,25.6,47.0,3.0,2.0,Grigor Dimitrov,Fabio Fognini,2,10.4,2.0,10.4,2.0,0.8,0.0,2013,,
20130107,Sydney,Hard,A,R32,183.0,23.5,191.0,6.0,2.0,180.0,30.6,109.0,2.0,3.0,John Millman,Tommy Robredo,1,2.0,5.0,2.0,5.0,0.0,0.5,2013,,
20130107,Sydney,Hard,A,R32,190.0,29.2,28.0,4.0,1.0,185.0,23.7,100.0,1.0,1.0,Florian Mayer,Joao Sousa,1,3.5,0.0,3.5,0.0,0.5,0.0,2013,,
20130107,Sydney,Hard,A,R32,194.0,27.4,49.0,9.0,4.0,193.0,20.2,64.0,7.0,1.0,Marinko Matosevic,Bernard Tomic,2,3.0,,3.0,,0.0,,2013,,
20130107,Sydney,Hard,A,R32,175.0,33.2,78.0,1.0,2.0,185.0,31.4,44.0,2.0,0.0,Bjorn Phau,Jarkko Nieminen,2,3.0,2.0,3.0,2.0,0.0,0.5,2013,,
20130107,Sydney,Hard,A,R16,183.0,20.6,68.0,3.0,2.0,206.0,27.7,13.0,10.0,1.0,Ryan Harrison,John Isner,1,3.5,,3.5,,0.5,,2013,1.0,
20130107,Sydney,Hard,A,R16,188.0,29.1,24.0,7.0,2.0,188.0,26.3,46.0,1.0,2.0,Fernando Verdasco,Denis Istomin,2,,8.8,,8.8,,0.75,2013,,1.0
20130107,Sydney,Hard,A,R16,203.0,26.6,36.0,8.0,0.0,188.0,31.2,42.0,1.0,2.0,Kevin Anderson,Feliciano Lopez,1,12.0,14.0,12.0,14.0,1.0,0.5,2013,1.0,1.0
20130107,Sydney,Hard,A,R16,178.0,25.6,47.0,5.0,3.0,190.0,26.7,33.0,4.0,2.0,Fabio Fognini,Marcel Granollers,2,2.5,5.0,2.5,5.0,0.5,1.0,2013,1.0,1.0
20130107,Sydney,Hard,A,R16,190.0,28.8,23.0,1.0,5.0,183.0,23.5,191.0,4.0,2.0,Andreas Seppi,John Millman,1,,4.0,,4.0,,0.5,2013,,1.0
20130107,Sydney,Hard,A,R16,193.0,20.2,64.0,14.0,3.0,190.0,29.2,28.0,4.0,0.0,Bernard Tomic,Florian Mayer,1,7.0,3.7,7.0,3.7,1.0,0.667,2013,1.0,1.0
20130107,Sydney,Hard,A,R16,183.0,32.1,416.0,1.0,3.0,185.0,31.4,44.0,1.0,2.0,Ivo Klec,Jarkko Nieminen,2,,2.0,,2.0,,0.667,2013,,1.0
20130107,Sydney,Hard,A,QF,185.0,31.0,35.0,3.0,2.0,183.0,20.6,68.0,3.0,2.0,Julien Benneteau,Ryan Harrison,1,8.5,3.3,8.5,3.3,0.5,0.667,2013,1.0,1.0
20130107,Sydney,Hard,A,QF,203.0,26.6,36.0,3.0,4.0,188.0,26.3,46.0,1.0,0.0,Kevin Anderson,Denis Istomin,1,10.0,7.2,10.0,7.2,1.0,0.8,2013,1.0,1.0
20130107,Sydney,Hard,A,QF,190.0,26.7,33.0,4.0,2.0,190.0,28.8,23.0,3.0,1.0,Marcel Granollers,Andreas Seppi,2,4.5,1.0,4.5,1.0,1.0,1.0,2013,1.0,1.0
20130107,Sydney,Hard,A,QF,185.0,31.4,44.0,4.0,3.0,193.0,20.2,64.0,6.0,0.0,Jarkko Nieminen,Bernard Tomic,2,1.8,10.5,1.8,10.5,0.75,1.0,2013,1.0,1.0
