Tournament,Court,Surface,Wrank,Wage,Wheight,Wtitles,Wh2h,winner_hand,winner_weight,winner_YTD_Won_Lost,winner_YTD_Titles,winner_CAREER_W_L,winner_Career_Prize_Money,Lrank,Lage,Lheight,Ltitles,Lh2h,loser_hand,loser_weight,loser_YTD_Won_Lost,loser_YTD_Titles,loser_CAREER_W_L,loser_Career_Prize_Money,Winner,Loser,random_player,winner_player
Cordoba,Outdoor,Clay,129,24,191.0,0,0,R,194,-1,0,-4,"436,932",110,26,185.0,0,0,R,170,-1,0,-2,"455,849",Juan Pablo Varillas,Tomas Barrios Vera,Tomas Barrios Vera,2
Cordoba,Outdoor,Clay,121,26,198.0,1,0,R,198,-2,0,-9,"2,278,833",109,26,191.0,0,0,R,159,-2,0,-2,"1,076,491",Nicolas Jarry,Daniel Elahi Galan,Nicolas Jarry,1
Cordoba,Outdoor,Clay,110,26,185.0,0,1,R,170,-1,0,-2,"455,849",102,32,183.0,0,0,L,180,-7,0,-36,"2,360,034",Juan Pablo Varillas,Facundo Bagnis,Juan Pablo Varillas,1
Cordoba,Outdoor,Clay,78,25,188.0,0,1,L,165,1,0,-1,"731,804",41,23,185.0,0,0,R,176,2,0,-3,"1,038,623",Alejandro Tabilo,Francisco Cerundolo,Alejandro Tabilo,1
Cordoba,Outdoor,Clay,138,28,180.0,1,1,R,154,-1,0,-15,"2,101,811",111,30,193.0,0,0,R,190,-1,0,-5,"1,299,059",Juan Ignacio Londero,Yannick Hanfmann,Juan Ignacio Londero,1
Cordoba,Outdoor,Clay,109,26,191.0,0,1,R,159,-2,0,-2,"1,076,491",80,29,180.0,0,0,R,165,-5,0,-13,"1,492,654",Daniel Elahi Galan,Hugo Dellien,Daniel Elahi Galan,1
Cordoba,Outdoor,Clay,67,30,180.0,0,0,R,161,0,0,-5,"1,696,575",163,25,191.0,0,1,R,172,0,0,-1,"299,201",Juan Pablo Ficovich,Federico Coria,Federico Coria,2
Cordoba,Outdoor,Clay,121,26,198.0,1,0,R,198,-2,0,-9,"2,278,833",77,22,196.0,0,1,R,180,-5,0,-6,"439,251",Tomas Martin Etcheverry,Nicolas Jarry,Nicolas Jarry,2
Cordoba,Outdoor,Clay,29,19,188.0,1,0,R,169,3,1,0,"1,147,871",87,29,183.0,1,1,R,170,-7,0,-22,"3,034,818",Roberto Carballes Baena,Holger Rune,Holger Rune,2
Cordoba,Outdoor,Clay,35,21,170.0,1,1,R,154,5,1,5,"857,011",115,38,188.0,7,0,L,198,-2,0,121,"18,075,290",Sebastian Baez,Fernando Verdasco,Sebastian Baez,1
Cordoba,Outdoor,Clay,50,25,185.0,1,1,R,168,-1,1,-6,"2,489,016",89,28,183.0,0,0,L,172,1,0,-23,"2,422,322",Pedro Martinez,Thiago Monteiro,Pedro Martinez,1
Cordoba,Outdoor,Clay,71,25,183.0,0,2,R,168,-2,0,-26,"2,642,776",73,33,196.0,3,2,R,176,-13,0,-45,"9,767,807",Jaume Munar,Benoit Paire,Jaume Munar,1
Cordoba,Outdoor,Clay,182,32,183.0,0,0,R,183,-1,0,-11,"1,558,195",39,34,188.0,4,1,L,168,0,1,-28,"9,369,535",Albert Ramos-Vinolas,Andrej Martin,Andrej Martin,2
Cordoba,Outdoor,Clay,98,24,183.0,0,1,R,172,-2,0,-6,"879,805",84,31,193.0,2,0,L,198,-8,0,-32,"5,829,145",Carlos Taberner,Federico Delbonis,Carlos Taberner,1
Cordoba,Outdoor,Clay,78,25,188.0,0,1,L,165,1,0,-1,"731,804",98,24,183.0,0,0,R,172,-2,0,-6,"879,805",Alejandro Tabilo,Carlos Taberner,Alejandro Tabilo,1
Cordoba,Outdoor,Clay,77,22,196.0,0,0,R,180,-5,0,-6,"439,251",154,27,188.0,0,1,R,168,-1,0,-2,"968,829",Nikola Milojevic,Tomas Martin Etcheverry,Tomas Martin Etcheverry,2
Cordoba,Outdoor,Clay,71,25,183.0,0,1,R,168,-2,0,-26,"2,642,776",109,26,191.0,0,1,R,159,-2,0,-2,"1,076,491",Daniel Elahi Galan,Jaume Munar,Jaume Munar,2
Cordoba,Outdoor,Clay,138,28,180.0,1,1,R,154,-1,0,-15,"2,101,811",50,25,185.0,1,0,R,168,-1,1,-6,"2,489,016",Juan Ignacio Londero,Pedro Martinez,Juan Ignacio Londero,1
Cordoba,Outdoor,Clay,110,26,185.0,0,0,R,170,-1,0,-2,"455,849",39,34,188.0,4,2,L,168,0,1,-28,"9,369,535",Albert Ramos-Vinolas,Juan Pablo Varillas,Juan Pablo Varillas,2
Cordoba,Outdoor,Clay,54,27,191.0,2,2,R,168,-2,0,-3,"3,837,473",87,29,183.0,1,1,R,170,-7,0,-22,"3,034,818",Lorenzo Sonego,Roberto Carballes Baena,Lorenzo Sonego,1
Cordoba,Outdoor,Clay,35,21,170.0,1,1,R,154,5,1,5,"857,011",43,26,185.0,5,0,R,187,-3,0,8,"4,444,400",Sebastian Baez,Cristian Garin,Sebastian Baez,1
Cordoba,Outdoor,Clay,163,25,191.0,0,0,R,172,0,0,-1,"299,201",15,29,170.0,4,1,R,141,10,0,50,"12,357,623",Diego Schwartzman,Juan Pablo Ficovich,Juan Pablo Ficovich,2
Cordoba,Outdoor,Clay,78,25,188.0,0,1,L,165,1,0,-1,"731,804",35,21,170.0,1,0,R,154,5,1,5,"857,011",Alejandro Tabilo,Sebastian Baez,Alejandro Tabilo,1
Cordoba,Outdoor,Clay,154,27,188.0,0,0,R,168,-1,0,-2,"968,829",138,28,180.0,1,1,R,154,-1,0,-15,"2,101,811",Juan Ignacio Londero,Nikola Milojevic,Nikola Milojevic,2
Cordoba,Outdoor,Clay,39,34,188.0,4,2,L,168,0,1,-28,"9,369,535",54,27,191.0,2,0,R,168,-2,0,-3,"3,837,473",Albert Ramos-Vinolas,Lorenzo Sonego,Albert Ramos-Vinolas,1
Cordoba,Outdoor,Clay,15,29,170.0,4,1,R,141,10,0,50,"12,357,623",109,26,191.0,0,0,R,159,-2,0,-2,"1,076,491",Diego Schwartzman,Daniel Elahi Galan,Diego Schwartzman,1
Cordoba,Outdoor,Clay,39,34,188.0,4,3,L,168,0,1,-28,"9,369,535",138,28,180.0,1,1,R,154,-1,0,-15,"2,101,811",Albert Ramos-Vinolas,Juan Ignacio Londero,Albert Ramos-Vinolas,1
Cordoba,Outdoor,Clay,78,25,188.0,0,1,L,165,1,0,-1,"731,804",15,29,170.0,4,0,R,141,10,0,50,"12,357,623",Alejandro Tabilo,Diego Schwartzman,Alejandro Tabilo,1
Cordoba,Outdoor,Clay,78,25,188.0,0,0,L,165,1,0,-1,"731,804",39,34,188.0,4,1,L,168,0,1,-28,"9,369,535",Albert Ramos-Vinolas,Alejandro Tabilo,Alejandro Tabilo,2
Pune,Outdoor,Hard,174,24,196.0,0,0,R,198,0,0,-2,"296,529",284,28,180.0,0,0,R,150,0,0,-12,"861,096",Kimmer Coppejans,Borna Gojo,Borna Gojo,2
Pune,Outdoor,Hard,632,22,183.0,0,0,R,137,0,0,0,"48,635",126,25,178.0,0,0,R,152,-1,0,1,"257,217",Vit Kopriva,Manish Sureshkumar,Manish Sureshkumar,2
Pune,Outdoor,Hard,273,25,188.0,0,0,R,172,0,0,-9,"1,236,373",95,20,175.0,0,0,R,143,0,0,0,"319,054",Marc Polmans,Chun-hsin Tseng,Marc Polmans,1
Pune,Outdoor,Hard,252,32,185.0,0,0,R,165,0,0,-62,"3,320,605",216,24,185.0,0,0,R,179,-2,0,-2,"312,120",Gian Marco Moroni,Evgeny Donskoy,Evgeny Donskoy,2
Pune,Outdoor,Hard,156,23,183.0,0,0,R,184,-2,0,-8,"676,345",561,28,183.0,0,0,R,179,0,0,-1,"333,712",Jay Clarke,Andrew Harris,Jay Clarke,1
Pune,Outdoor,Hard,137,26,185.0,0,0,R,171,4,0,-27,"1,360,519",173,28,183.0,0,0,R,170,1,0,1,"434,078",Elias Ymer,Dimitar Kuzmanov,Elias Ymer,1
Pune,Outdoor,Hard,206,27,183.0,0,0,R,172,0,0,-2,"673,616",161,25,183.0,0,0,R,165,0,0,-4,"551,817",Alexandre Muller,Enzo Couacaud,Enzo Couacaud,2
Pune,Outdoor,Hard,179,25,183.0,0,0,R,162,2,0,1,"317,892",451,25,185.0,0,0,R,173,0,0,-1,"143,270",Altug Celikbilek,Mukund Sasikumar,Altug Celikbilek,1
Pune,Outdoor,Hard,284,28,180.0,0,0,R,150,0,0,-12,"861,096",216,24,185.0,0,0,R,179,-2,0,-2,"312,120",Gian Marco Moroni,Kimmer Coppejans,Kimmer Coppejans,2
Pune,Outdoor,Hard,161,25,183.0,0,0,R,165,0,0,-4,"551,817",156,23,183.0,0,0,R,184,-2,0,-8,"676,345",Jay Clarke,Alexandre Muller,Alexandre Muller,2
Pune,Outdoor,Hard,137,26,185.0,0,0,R,171,4,0,-27,"1,360,519",273,25,188.0,0,0,R,172,0,0,-9,"1,236,373",Elias Ymer,Marc Polmans,Elias Ymer,1
Pune,Outdoor,Hard,179,25,183.0,0,0,R,162,2,0,1,"317,892",126,25,178.0,0,0,R,152,-1,0,1,"257,217",Vit Kopriva,Altug Celikbilek,Altug Celikbilek,2
Pune,Outdoor,Hard,90,25,183.0,0,1,R,174,-2,0,-9,"995,799",153,28,183.0,0,0,R,178,-2,0,-23,"1,540,972",Bernabe Zapata Miralles,Dennis Novak,Bernabe Zapata Miralles,1
Pune,Outdoor,Hard,137,26,185.0,0,1,R,171,4,0,-27,"1,360,519",216,24,185.0,0,0,R,179,-2,0,-2,"312,120",Elias Ymer,Gian Marco Moroni,Elias Ymer,1
Pune,Outdoor,Hard,131,26,188.0,0,1,R,187,0,0,-4,"606,522",141,26,196.0,0,0,R,187,-2,0,-1,"302,979",Aleksandar Vukic,Hugo Grenier,Aleksandar Vukic,1
Pune,Outdoor,Hard,531,28,185.0,0,0,R,182,-1,0,-4,"130,705",60,33,185.0,4,1,R,163,2,1,-36,"7,769,171",Joao Sousa,Arjun Kadhe,Arjun Kadhe,2
Pune,Outdoor,Hard,156,23,183.0,0,0,R,184,-2,0,-8,"676,345",91,26,180.0,0,1,R,173,2,0,-11,"1,718,372",Kamil Majchrzak,Jay Clarke,Jay Clarke,2
Pune,Outdoor,Hard,126,25,178.0,0,1,R,152,-1,0,1,"257,217",238,26,185.0,0,0,R,179,-1,0,-18,"579,006",Vit Kopriva,Cem Ilkel,Vit Kopriva,1
Pune,Outdoor,Hard,204,29,183.0,0,0,R,181,-2,0,-22,"1,461,923",626,29,185.0,0,1,R,165,1,0,-4,"1,005,916",Yuki Bhambri,Jozef Kovalik,Jozef Kovalik,2
Pune,Outdoor,Hard,113,32,175.0,1,1,R,152,0,0,-32,"4,346,183",211,30,178.0,0,0,R,182,-1,0,-12,"896,324",Radu Albot,Federico Gaio,Radu Albot,1
Pune,Outdoor,Hard,169,27,188.0,0,0,R,178,1,0,-8,"1,039,136",139,30,185.0,0,1,R,176,-3,0,-24,"2,103,069",Stefano Travaglia,Ramkumar Ramanathan,Ramkumar Ramanathan,2
Pune,Outdoor,Hard,106,32,175.0,0,0,R,170,0,0,-20,"4,536,153",82,25,191.0,0,1,R,187,-2,0,-20,"1,505,501",Quentin Halys,Ricardas Berankis,Ricardas Berankis,2
Pune,Outdoor,Hard,144,29,196.0,0,0,R,190,-4,0,4,"1,898,609",49,23,188.0,0,1,R,174,4,0,3,"1,669,161",Emil Ruusuvuori,Egor Gerasimov,Egor Gerasimov,2
Pune,Outdoor,Hard,287,32,188.0,0,0,L,176,-1,0,-17,"937,036",61,23,188.0,0,1,R,176,-10,0,-13,"978,209",Daniel Altmaier,Prajnesh Gunneswaran,Prajnesh Gunneswaran,2
Pune,Outdoor,Hard,82,25,191.0,0,0,R,187,-2,0,-20,"1,505,501",91,26,180.0,0,1,R,173,2,0,-11,"1,718,372",Kamil Majchrzak,Quentin Halys,Quentin Halys,2
Pune,Outdoor,Hard,626,29,185.0,0,0,R,165,1,0,-4,"1,005,916",139,30,185.0,0,1,R,176,-3,0,-24,"2,103,069",Stefano Travaglia,Yuki Bhambri,Yuki Bhambri,2
Pune,Outdoor,Hard,126,25,178.0,0,0,R,152,-1,0,1,"257,217",49,23,188.0,0,1,R,174,4,0,3,"1,669,161",Emil Ruusuvuori,Vit Kopriva,Vit Kopriva,2
Pune,Outdoor,Hard,113,32,175.0,1,0,R,152,0,0,-32,"4,346,183",61,23,188.0,0,1,R,176,-10,0,-13,"978,209",Daniel Altmaier,Radu Albot,Radu Albot,2
Pune,Outdoor,Hard,68,28,198.0,2,1,L,207,-4,0,-25,"5,303,147",90,25,183.0,0,0,R,174,-2,0,-9,"995,799",Jiri Vesely,Bernabe Zapata Miralles,Jiri Vesely,1
Pune,Outdoor,Hard,136,27,188.0,0,0,R,170,-2,0,-10,"1,488,200",60,33,185.0,4,1,R,163,2,1,-36,"7,769,171",Joao Sousa,Gianluca Mager,Gianluca Mager,2
Pune,Outdoor,Hard,131,26,188.0,0,0,R,187,0,0,-4,"606,522",70,20,185.0,0,1,R,172,-1,0,0,"1,616,419",Lorenzo Musetti,Aleksandar Vukic,Aleksandar Vukic,2
Pune,Outdoor,Hard,42,28,185.0,3,0,R,187,-5,1,2,"3,016,240",137,26,185.0,0,1,R,171,4,0,-27,"1,360,519",Elias Ymer,Aslan Karatsev,Aslan Karatsev,2
Pune,Outdoor,Hard,137,26,185.0,0,1,R,171,4,0,-27,"1,360,519",139,30,185.0,0,0,R,176,-3,0,-24,"2,103,069",Elias Ymer,Stefano Travaglia,Elias Ymer,1
Pune,Outdoor,Hard,60,33,185.0,4,1,R,163,2,1,-36,"7,769,171",61,23,188.0,0,0,R,176,-10,0,-13,"978,209",Joao Sousa,Daniel Altmaier,Joao Sousa,1
Pune,Outdoor,Hard,49,23,188.0,0,2,R,174,4,0,3,"1,669,161",68,28,198.0,2,0,L,207,-4,0,-25,"5,303,147",Emil Ruusuvuori,Jiri Vesely,Emil Ruusuvuori,1
Pune,Outdoor,Hard,70,20,185.0,0,0,R,172,-1,0,0,"1,616,419",91,26,180.0,0,1,R,173,2,0,-11,"1,718,372",Kamil Majchrzak,Lorenzo Musetti,Lorenzo Musetti,2
Pune,Outdoor,Hard,60,33,185.0,4,4,R,163,2,1,-36,"7,769,171",137,26,185.0,0,1,R,171,4,0,-27,"1,360,519",Joao Sousa,Elias Ymer,Joao Sousa,1
Pune,Outdoor,Hard,91,26,180.0,0,0,R,173,2,0,-11,"1,718,372",49,23,188.0,0,2,R,174,4,0,3,"1,669,161",Emil Ruusuvuori,Kamil Majchrzak,Kamil Majchrzak,2
Pune,Outdoor,Hard,49,23,188.0,0,0,R,174,4,0,3,"1,669,161",60,33,185.0,4,1,R,163,2,1,-36,"7,769,171",Joao Sousa,Emil Ruusuvuori,Emil Ruusuvuori,2
Montpellier,Indoor,Hard,301,34,188.0,0,0,R,192,0,0,-50,"3,586,641",272,26,183.0,0,0,R,168,0,0,-7,"1,038,020",Antoine Hoang,Lukas Lacko,Lukas Lacko,2
Montpellier,Indoor,Hard,171,30,175.0,3,0,R,150,0,0,-12,"4,662,152",146,23,185.0,0,0,R,189,-1,0,-3,"233,580",Damir Dzumhur,Zizou Bergs,Damir Dzumhur,1
Montpellier,Indoor,Hard,325,18,178.0,0,0,R,154,0,0,0,"82,124",147,24,185.0,0,0,R,165,2,0,-1,"747,173",Roman Safiullin,Luca Van Assche,Luca Van Assche,2
Montpellier,Indoor,Hard,72,20,185.0,0,0,R,176,-5,0,-7,"426,898",164,34,183.0,1,0,R,159,-5,0,-56,"6,659,180",Mikhail Kukushkin,Jiri Lehecka,Jiri Lehecka,2
Montpellier,Indoor,Hard,170,37,183.0,14,0,R,154,-2,0,109,"15,903,566",105,26,196.0,0,0,L,189,-1,0,-3,"447,847",Gilles Simon,Marc-Andrea Huesler,Gilles Simon,1
Montpellier,Indoor,Hard,574,18,188.0,0,0,R,176,0,0,0,"41,502",223,31,188.0,0,0,R,165,-1,0,-26,"8,972,885",Pierre-Hugues Herbert,Sascha Gueymard Wayenburg,Sascha Gueymard Wayenburg,2
Montpellier,Indoor,Hard,240,40,188.0,7,1,L,194,-7,0,21,"18,509,695",349,33,191.0,6,4,R,187,2,0,8,"7,649,959",Ernests Gulbis,Feliciano Lopez,Feliciano Lopez,2
Montpellier,Indoor,Hard,278,23,183.0,0,0,R,169,-2,0,-2,"270,738",96,30,185.0,0,0,R,172,-4,0,-18,"2,141,428",Kacper Zuk,Henri Laaksonen,Kacper Zuk,1
Montpellier,Indoor,Hard,171,30,175.0,3,0,R,150,0,0,-12,"4,662,152",349,33,191.0,6,1,R,187,2,0,8,"7,649,959",Damir Dzumhur,Ernests Gulbis,Damir Dzumhur,1
Montpellier,Indoor,Hard,147,24,185.0,0,0,R,165,2,0,-1,"747,173",278,23,183.0,0,0,R,169,-2,0,-2,"270,738",Kacper Zuk,Roman Safiullin,Roman Safiullin,2
Montpellier,Indoor,Hard,272,26,183.0,0,0,R,168,0,0,-7,"1,038,020",170,37,183.0,14,1,R,154,-2,0,109,"15,903,566",Gilles Simon,Antoine Hoang,Antoine Hoang,2
Montpellier,Indoor,Hard,223,31,188.0,0,2,R,165,-1,0,-26,"8,972,885",164,34,183.0,1,1,R,159,-5,0,-56,"6,659,180",Pierre-Hugues Herbert,Mikhail Kukushkin,Pierre-Hugues Herbert,1
Montpellier,Indoor,Hard,127,23,175.0,0,0,L,156,0,0,-14,"2,192,336",88,23,183.0,0,1,R,165,0,0,-7,"1,806,358",Mikael Ymer,Corentin Moutet,Corentin Moutet,2
Montpellier,Indoor,Hard,278,23,183.0,0,0,R,169,-2,0,-2,"270,738",0,(1,188.0,18,1,R,205,-4,0,230,"22,458,018",Jo-Wilfried Tsonga,Kacper Zuk,Kacper Zuk,2
Montpellier,Indoor,Hard,192,28,185.0,5,1,R,185,-3,0,11,"8,105,164",170,37,183.0,14,4,R,154,-2,0,109,"15,903,566",Gilles Simon,Lucas Pouille,Lucas Pouille,2
Montpellier,Indoor,Hard,44,28,191.0,1,3,R,189,-2,0,6,"2,240,209",55,27,178.0,0,2,R,160,-2,0,-17,"3,191,957",Mackenzie McDonald,Ilya Ivashka,Ilya Ivashka,2
Montpellier,Indoor,Hard,86,34,180.0,1,1,L,174,0,0,-45,"9,064,291",37,23,183.0,0,0,R,176,-2,0,-2,"2,980,330",Adrian Mannarino,Alejandro Davidovich Fokina,Adrian Mannarino,1
Montpellier,Indoor,Hard,66,21,173.0,0,1,L,149,-3,0,-4,"1,332,937",81,24,180.0,1,2,R,159,-3,0,2,"1,916,569",Soonwoo Kwon,Hugo Gaston,Hugo Gaston,2
Montpellier,Indoor,Hard,223,31,188.0,0,1,R,165,-1,0,-26,"8,972,885",92,32,188.0,1,0,R,183,-7,0,-20,"3,524,800",Pierre-Hugues Herbert,Peter Gojowczyk,Pierre-Hugues Herbert,1
Montpellier,Indoor,Hard,171,30,175.0,3,1,R,150,0,0,-12,"4,662,152",51,24,178.0,0,0,L,160,5,0,6,"890,308",Damir Dzumhur,Alex Molcan,Damir Dzumhur,1
Montpellier,Indoor,Hard,47,26,183.0,0,0,R,180,2,0,-4,"1,404,275",58,31,180.0,6,2,R,154,3,1,98,"15,875,367",David Goffin,Benjamin Bonzi,Benjamin Bonzi,2
Montpellier,Indoor,Hard,69,36,183.0,15,2,R,174,2,0,218,"19,390,899",112,24,188.0,3,0,L,160,-10,0,-5,"3,042,098",Richard Gasquet,Ugo Humbert,Richard Gasquet,1
Montpellier,Indoor,Hard,38,25,196.0,1,2,R,180,1,1,1,"3,700,929",53,26,188.0,0,0,R,187,-2,0,-10,"1,253,580",Alexander Bublik,Tallon Griekspoor,Alexander Bublik,1
Montpellier,Indoor,Hard,83,22,196.0,1,0,R,172,-7,0,-20,"2,322,210",31,30,185.0,0,1,R,165,4,0,3,"5,575,158",Filip Krajinovic,Alexei Popyrin,Alexei Popyrin,2
Montpellier,Indoor,Hard,81,24,180.0,1,1,R,159,-3,0,2,"1,916,569",69,36,183.0,15,1,R,174,2,0,218,"19,390,899",Richard Gasquet,Soonwoo Kwon,Soonwoo Kwon,2
Montpellier,Indoor,Hard,86,34,180.0,1,2,L,174,0,0,-45,"9,064,291",58,31,180.0,6,5,R,154,3,1,98,"15,875,367",Adrian Mannarino,David Goffin,Adrian Mannarino,1
Montpellier,Indoor,Hard,38,25,196.0,1,1,R,180,1,1,1,"3,700,929",223,31,188.0,0,1,R,165,-1,0,-26,"8,972,885",Alexander Bublik,Pierre-Hugues Herbert,Alexander Bublik,1
Montpellier,Indoor,Hard,31,30,185.0,0,2,R,165,4,0,3,"5,575,158",0,(1,188.0,18,0,R,205,-4,0,230,"22,458,018",Filip Krajinovic,Jo-Wilfried Tsonga,Filip Krajinovic,1
Montpellier,Indoor,Hard,26,30,185.0,5,0,R,174,-9,0,-16,"8,197,660",171,30,175.0,3,1,R,150,0,0,-12,"4,662,152",Damir Dzumhur,Nikoloz Basilashvili,Nikoloz Basilashvili,2
Montpellier,Indoor,Hard,23,35,193.0,11,0,R,187,6,1,222,"20,890,958",88,23,183.0,0,2,R,165,0,0,-7,"1,806,358",Mikael Ymer,Gael Monfils,Gael Monfils,2
Montpellier,Indoor,Hard,170,37,183.0,14,5,R,154,-2,0,109,"15,903,566",19,34,183.0,10,3,R,165,13,1,144,"15,977,950",Roberto Bautista Agut,Gilles Simon,Gilles Simon,2
Montpellier,Indoor,Hard,2,25,198.0,19,3,R,198,19,0,189,"32,407,055",55,27,178.0,0,0,R,160,-2,0,-17,"3,191,957",Alexander Zverev,Mackenzie McDonald,Alexander Zverev,1
Montpellier,Indoor,Hard,88,23,183.0,0,2,R,165,0,0,-7,"1,806,358",69,36,183.0,15,1,R,174,2,0,218,"19,390,899",Mikael Ymer,Richard Gasquet,Mikael Ymer,1
Montpellier,Indoor,Hard,31,30,185.0,0,1,R,165,4,0,3,"5,575,158",171,30,175.0,3,0,R,150,0,0,-12,"4,662,152",Filip Krajinovic,Damir Dzumhur,Filip Krajinovic,1
Montpellier,Indoor,Hard,19,34,183.0,10,1,R,165,13,1,144,"15,977,950",38,25,196.0,1,2,R,180,1,1,1,"3,700,929",Alexander Bublik,Roberto Bautista Agut,Roberto Bautista Agut,2
Montpellier,Indoor,Hard,2,25,198.0,19,7,R,198,19,0,189,"32,407,055",86,34,180.0,1,0,L,174,0,0,-45,"9,064,291",Alexander Zverev,Adrian Mannarino,Alexander Zverev,1
Montpellier,Indoor,Hard,31,30,185.0,0,0,R,165,4,0,3,"5,575,158",38,25,196.0,1,1,R,180,1,1,1,"3,700,929",Alexander Bublik,Filip Krajinovic,Filip Krajinovic,2
Montpellier,Indoor,Hard,2,25,198.0,19,3,R,198,19,0,189,"32,407,055",88,23,183.0,0,0,R,165,0,0,-7,"1,806,358",Alexander Zverev,Mikael Ymer,Alexander Zverev,1
Montpellier,Indoor,Hard,2,25,198.0,19,0,R,198,19,0,189,"32,407,055",38,25,196.0,1,2,R,180,1,1,1,"3,700,929",Alexander Bublik,Alexander Zverev,Alexander Zverev,2
Rotterdam,Indoor,Hard,198,29,185.0,0,0,R,176,-1,0,-25,"1,875,947",104,25,188.0,1,0,R,195,5,1,4,"303,889",Tim van Rijthoven,Salvatore Caruso,Salvatore Caruso,2
Rotterdam,Indoor,Hard,215,22,180.0,0,0,R,154,-1,0,-1,"205,978",72,20,185.0,0,0,R,176,-5,0,-7,"426,898",Jiri Lehecka,Jesper De Jong,Jesper De Jong,2
Rotterdam,Indoor,Hard,231,38,178.0,8,0,R,154,-2,0,91,"13,724,265",204,29,183.0,0,0,R,181,-2,0,-22,"1,461,923",Philipp Kohlschreiber,Jozef Kovalik,Philipp Kohlschreiber,1
Rotterdam,Indoor,Hard,145,20,,0,0,R,156,-1,0,-1,"201,115",90,25,183.0,0,0,R,174,-2,0,-9,"995,799",Bernabe Zapata Miralles,Flavio Cobolli,Flavio Cobolli,2
Rotterdam,Indoor,Hard,144,29,196.0,0,0,R,190,-4,0,4,"1,898,609",221,27,183.0,0,0,R,172,0,0,-4,"535,965",Egor Gerasimov,Daniel Masur,Egor Gerasimov,1
Rotterdam,Indoor,Hard,127,23,175.0,0,0,L,156,0,0,-14,"2,192,336",242,26,188.0,0,0,R,183,0,0,0,"152,064",Corentin Moutet,Jelle Sels,Corentin Moutet,1
Rotterdam,Indoor,Hard,171,30,175.0,3,0,R,150,0,0,-12,"4,662,152",96,30,185.0,0,0,R,172,-4,0,-18,"2,141,428",Henri Laaksonen,Damir Dzumhur,Damir Dzumhur,2
Rotterdam,Indoor,Hard,66,21,173.0,0,0,L,149,-3,0,-4,"1,332,937",257,35,191.0,2,0,R,170,0,0,-38,"7,777,228",Hugo Gaston,Robin Haase,Hugo Gaston,1
Rotterdam,Indoor,Hard,144,29,196.0,0,1,R,190,-4,0,4,"1,898,609",231,38,178.0,8,0,R,154,-2,0,91,"13,724,265",Egor Gerasimov,Philipp Kohlschreiber,Egor Gerasimov,1
Rotterdam,Indoor,Hard,72,20,185.0,0,0,R,176,-5,0,-7,"426,898",127,23,175.0,0,0,L,156,0,0,-14,"2,192,336",Jiri Lehecka,Corentin Moutet,Jiri Lehecka,1
Rotterdam,Indoor,Hard,104,25,188.0,1,0,R,195,5,1,4,"303,889",96,30,185.0,0,1,R,172,-4,0,-18,"2,141,428",Henri Laaksonen,Tim van Rijthoven,Tim van Rijthoven,2
Rotterdam,Indoor,Hard,90,25,183.0,0,0,R,174,-2,0,-9,"995,799",66,21,173.0,0,0,L,149,-3,0,-4,"1,332,937",Bernabe Zapata Miralles,Hugo Gaston,Bernabe Zapata Miralles,1
Rotterdam,Indoor,Hard,90,25,183.0,0,0,R,174,-2,0,-9,"995,799",25,26,191.0,0,1,R,187,6,0,11,"1,822,025",Botic van de Zandschulp,Bernabe Zapata Miralles,Bernabe Zapata Miralles,2
Rotterdam,Indoor,Hard,70,20,185.0,0,1,R,172,-1,0,0,"1,616,419",88,23,183.0,0,0,R,165,0,0,-7,"1,806,358",Lorenzo Musetti,Mikael Ymer,Lorenzo Musetti,1
Rotterdam,Indoor,Hard,52,35,191.0,46,3,R,181,7,0,484,"62,799,579",38,25,196.0,1,1,R,180,1,1,1,"3,700,929",Andy Murray,Alexander Bublik,Andy Murray,1
Rotterdam,Indoor,Hard,66,21,173.0,0,1,L,149,-3,0,-4,"1,332,937",81,24,180.0,1,2,R,159,-3,0,2,"1,916,569",Soonwoo Kwon,Hugo Gaston,Hugo Gaston,2
Rotterdam,Indoor,Hard,22,26,198.0,4,2,R,192,6,0,44,"11,161,554",83,22,196.0,1,0,R,172,-7,0,-20,"2,322,210",Karen Khachanov,Alexei Popyrin,Karen Khachanov,1
Rotterdam,Indoor,Hard,44,28,191.0,1,1,R,189,-2,0,6,"2,240,209",48,25,193.0,0,0,R,176,-7,0,0,"3,114,801",Ilya Ivashka,Lloyd Harris,Ilya Ivashka,1
Rotterdam,Indoor,Hard,59,30,188.0,1,1,R,181,-1,0,3,"5,204,690",31,30,185.0,0,1,R,165,4,0,3,"5,575,158",Marton Fucsovics,Filip Krajinovic,Marton Fucsovics,1
Rotterdam,Indoor,Hard,58,31,180.0,6,0,R,154,3,1,98,"15,875,367",27,23,183.0,5,3,R,152,10,0,36,"6,995,192",Alex de Minaur,David Goffin,David Goffin,2
Rotterdam,Indoor,Hard,55,27,178.0,0,2,R,160,-2,0,-17,"3,191,957",26,30,185.0,5,0,R,174,-9,0,-16,"8,197,660",Mackenzie McDonald,Nikoloz Basilashvili,Mackenzie McDonald,1
Rotterdam,Indoor,Hard,42,28,185.0,3,0,R,187,-5,1,2,"3,016,240",53,26,188.0,0,1,R,187,-2,0,-10,"1,253,580",Tallon Griekspoor,Aslan Karatsev,Aslan Karatsev,2
