Tournament,Court,Surface,Wrank,Wage,Wheight,Wtitles,Wh2h,winner_hand,winner_weight,winner_YTD_Won_Lost,winner_YTD_Titles,winner_CAREER_W_L,winner_Career_Prize_Money,Lrank,Lage,Lheight,Ltitles,Lh2h,loser_hand,loser_weight,loser_YTD_Won_Lost,loser_YTD_Titles,loser_CAREER_W_L,loser_Career_Prize_Money,Winner,Loser,random_player,winner_player
Adelaide,Outdoor,Hard,122,20,183.0,1,0,L,157,-2,0,-2,"462,656",23,35,193.0,11,1,R,187,6,1,222,"20,890,958",Gael Monfils,Juan Manuel Cerundolo,Juan Manuel Cerundolo,2
Adelaide,Outdoor,Hard,79,26,193.0,1,1,R,185,6,1,-12,"2,369,945",88,23,183.0,0,0,R,165,0,0,-7,"1,806,358",Thanasi Kokkinakis,Mikael Ymer,Thanasi Kokkinakis,1
Adelaide,Outdoor,Hard,17,33,198.0,20,2,R,196,8,0,251,"30,588,972",57,27,188.0,2,0,R,181,-2,0,-9,"3,612,639",Marin Cilic,Laslo Djere,Marin Cilic,1
Adelaide,Outdoor,Hard,22,26,198.0,4,3,R,192,6,0,44,"11,161,554",144,29,196.0,0,0,R,190,-4,0,4,"1,898,609",Karen Khachanov,Egor Gerasimov,Karen Khachanov,1
Adelaide,Outdoor,Hard,23,35,193.0,11,1,R,187,6,1,222,"20,890,958",32,25,185.0,1,0,R,180,4,0,4,"2,846,828",Gael Monfils,Tommy Paul,Gael Monfils,1
Adelaide,Outdoor,Hard,17,33,198.0,20,2,R,196,8,0,251,"30,588,972",22,26,198.0,4,2,R,192,6,0,44,"11,161,554",Karen Khachanov,Marin Cilic,Marin Cilic,2
Adelaide,Outdoor,Hard,79,26,193.0,1,0,R,185,6,1,-12,"2,369,945",23,35,193.0,11,1,R,187,6,1,222,"20,890,958",Gael Monfils,Thanasi Kokkinakis,Thanasi Kokkinakis,2
Adelaide,Outdoor,Hard,22,26,198.0,4,0,R,192,6,0,44,"11,161,554",23,35,193.0,11,1,R,187,6,1,222,"20,890,958",Gael Monfils,Karen Khachanov,Karen Khachanov,2
Melbourne,Outdoor,Hard,256,27,191.0,0,0,R,176,0,0,0,"473,762",192,28,185.0,5,0,R,185,-3,0,11,"8,105,164",Andrea Vavassori,Lucas Pouille,Andrea Vavassori,1
Melbourne,Outdoor,Hard,179,25,183.0,0,0,R,162,2,0,1,"317,892",124,31,193.0,0,0,R,187,-5,0,-29,"1,989,070",Altug Celikbilek,Norbert Gombos,Altug Celikbilek,1
Melbourne,Outdoor,Hard,45,25,198.0,0,0,R,185,-1,0,-1,"1,239,154",60,33,185.0,4,0,R,163,2,1,-36,"7,769,171",Maxime Cressy,Joao Sousa,Maxime Cressy,1
Melbourne,Outdoor,Hard,229,21,178.0,0,0,R,151,-1,0,-1,"160,954",75,29,180.0,0,0,R,175,-6,0,-53,"3,897,217",Rinky Hijikata,Denis Kudla,Rinky Hijikata,1
Melbourne,Outdoor,Hard,106,32,175.0,0,0,R,170,0,0,-20,"4,536,153",77,22,196.0,0,0,R,180,-5,0,-6,"439,251",Ricardas Berankis,Tomas Martin Etcheverry,Ricardas Berankis,1
Melbourne,Outdoor,Hard,90,25,183.0,0,0,R,174,-2,0,-9,"995,799",162,38,191.0,3,1,R,172,-3,0,-36,"11,720,532",Andreas Seppi,Bernabe Zapata Miralles,Bernabe Zapata Miralles,2
Melbourne,Outdoor,Hard,273,25,188.0,0,0,R,172,0,0,-9,"1,236,373",35,21,170.0,1,0,R,154,5,1,5,"857,011",Sebastian Baez,Marc Polmans,Marc Polmans,2
Melbourne,Outdoor,Hard,204,29,183.0,0,0,R,181,-2,0,-22,"1,461,923",96,30,185.0,0,1,R,172,-4,0,-18,"2,141,428",Henri Laaksonen,Jozef Kovalik,Jozef Kovalik,2
Melbourne,Outdoor,Hard,45,25,198.0,0,0,R,185,-1,0,-1,"1,239,154",256,27,191.0,0,0,R,176,0,0,0,"473,762",Maxime Cressy,Andrea Vavassori,Maxime Cressy,1
Melbourne,Outdoor,Hard,106,32,175.0,0,0,R,170,0,0,-20,"4,536,153",179,25,183.0,0,0,R,162,2,0,1,"317,892",Ricardas Berankis,Altug Celikbilek,Ricardas Berankis,1
Melbourne,Outdoor,Hard,35,21,170.0,1,0,R,154,5,1,5,"857,011",162,38,191.0,3,0,R,172,-3,0,-36,"11,720,532",Andreas Seppi,Sebastian Baez,Sebastian Baez,2
Melbourne,Outdoor,Hard,96,30,185.0,0,0,R,172,-4,0,-18,"2,141,428",229,21,178.0,0,0,R,151,-1,0,-1,"160,954",Rinky Hijikata,Henri Laaksonen,Henri Laaksonen,2
Melbourne,Outdoor,Hard,25,26,191.0,0,1,R,187,6,0,11,"1,822,025",86,34,180.0,1,0,L,174,0,0,-45,"9,064,291",Botic van de Zandschulp,Adrian Mannarino,Botic van de Zandschulp,1
Melbourne,Outdoor,Hard,76,28,183.0,0,1,R,181,-5,0,-25,"3,910,991",108,28,183.0,0,0,R,172,-5,0,-13,"1,084,752",Jordan Thompson,Christopher O'Connell,Jordan Thompson,1
Melbourne,Outdoor,Hard,35,21,170.0,1,0,R,154,5,1,5,"857,011",49,23,188.0,0,1,R,174,4,0,3,"1,669,161",Emil Ruusuvuori,Sebastian Baez,Sebastian Baez,2
Melbourne,Outdoor,Hard,83,22,196.0,1,1,R,172,-7,0,-20,"2,322,210",139,30,185.0,0,0,R,176,-3,0,-24,"2,103,069",Alexei Popyrin,Stefano Travaglia,Alexei Popyrin,1
Melbourne,Outdoor,Hard,0,(1,203.0,7,2,R,208,-4,0,101,"17,728,382",71,25,183.0,0,1,R,168,-2,0,-26,"2,642,776",Jaume Munar,Kevin Anderson,Kevin Anderson,2
Melbourne,Outdoor,Hard,162,38,191.0,3,0,R,172,-3,0,-36,"11,720,532",51,24,178.0,0,1,L,160,5,0,6,"890,308",Alex Molcan,Andreas Seppi,Andreas Seppi,2
Melbourne,Outdoor,Hard,45,25,198.0,0,1,R,185,-1,0,-1,"1,239,154",229,21,178.0,0,0,R,151,-1,0,-1,"160,954",Maxime Cressy,Rinky Hijikata,Maxime Cressy,1
Melbourne,Outdoor,Hard,106,32,175.0,0,1,R,170,0,0,-20,"4,536,153",65,28,180.0,0,0,R,170,-8,0,-9,"2,208,318",Ricardas Berankis,Marcos Giron,Ricardas Berankis,1
Melbourne,Outdoor,Hard,102,32,183.0,0,1,L,180,-7,0,-36,"2,360,034",52,35,191.0,46,0,R,181,7,0,484,"62,799,579",Facundo Bagnis,Andy Murray,Facundo Bagnis,1
Melbourne,Outdoor,Hard,55,27,178.0,0,1,R,160,-2,0,-17,"3,191,957",92,32,188.0,1,0,R,183,-7,0,-20,"3,524,800",Mackenzie McDonald,Peter Gojowczyk,Mackenzie McDonald,1
Melbourne,Outdoor,Hard,117,28,180.0,0,0,L,175,-3,0,-8,"2,178,095",53,26,188.0,0,1,R,187,-2,0,-10,"1,253,580",Tallon Griekspoor,Dominik Koepfer,Dominik Koepfer,2
Melbourne,Outdoor,Hard,96,30,185.0,0,4,R,172,-4,0,-18,"2,141,428",73,33,196.0,3,0,R,176,-13,0,-45,"9,767,807",Henri Laaksonen,Benoit Paire,Henri Laaksonen,1
Melbourne,Outdoor,Hard,49,23,188.0,0,3,R,174,4,0,3,"1,669,161",76,28,183.0,0,0,R,181,-5,0,-25,"3,910,991",Emil Ruusuvuori,Jordan Thompson,Emil Ruusuvuori,1
Melbourne,Outdoor,Hard,71,25,183.0,0,2,R,168,-2,0,-26,"2,642,776",96,30,185.0,0,0,R,172,-4,0,-18,"2,141,428",Jaume Munar,Henri Laaksonen,Jaume Munar,1
Melbourne,Outdoor,Hard,83,22,196.0,1,0,R,172,-7,0,-20,"2,322,210",53,26,188.0,0,1,R,187,-2,0,-10,"1,253,580",Tallon Griekspoor,Alexei Popyrin,Alexei Popyrin,2
Melbourne,Outdoor,Hard,55,27,178.0,0,0,R,160,-2,0,-17,"3,191,957",25,26,191.0,0,1,R,187,6,0,11,"1,822,025",Botic van de Zandschulp,Mackenzie McDonald,Mackenzie McDonald,2
Melbourne,Outdoor,Hard,58,31,180.0,6,1,R,154,3,1,98,"15,875,367",51,24,178.0,0,1,L,160,5,0,6,"890,308",Alex Molcan,David Goffin,David Goffin,2
Melbourne,Outdoor,Hard,21,31,191.0,8,1,R,179,6,0,122,"21,437,120",102,32,183.0,0,0,L,180,-7,0,-36,"2,360,034",Grigor Dimitrov,Facundo Bagnis,Grigor Dimitrov,1
Melbourne,Outdoor,Hard,18,24,211.0,4,0,R,225,6,2,5,"4,103,038",45,25,198.0,0,2,R,185,-1,0,-1,"1,239,154",Maxime Cressy,Reilly Opelka,Reilly Opelka,2
Melbourne,Outdoor,Hard,4,36,185.0,92,2,L,187,27,4,846,"130,681,472",106,32,175.0,0,0,R,170,0,0,-20,"4,536,153",Rafael Nadal,Ricardas Berankis,Rafael Nadal,1
Melbourne,Outdoor,Hard,49,23,188.0,0,1,R,174,4,0,3,"1,669,161",51,24,178.0,0,0,L,160,5,0,6,"890,308",Emil Ruusuvuori,Alex Molcan,Emil Ruusuvuori,1
Melbourne,Outdoor,Hard,71,25,183.0,0,0,R,168,-2,0,-26,"2,642,776",45,25,198.0,0,1,R,185,-1,0,-1,"1,239,154",Maxime Cressy,Jaume Munar,Jaume Munar,2
Melbourne,Outdoor,Hard,21,31,191.0,8,1,R,179,6,0,122,"21,437,120",25,26,191.0,0,1,R,187,6,0,11,"1,822,025",Grigor Dimitrov,Botic van de Zandschulp,Grigor Dimitrov,1
Melbourne,Outdoor,Hard,4,36,185.0,92,0,L,187,27,4,846,"130,681,472",53,26,188.0,0,0,R,187,-2,0,-10,"1,253,580",Rafael Nadal,Tallon Griekspoor,Rafael Nadal,1
Melbourne,Outdoor,Hard,21,31,191.0,8,1,R,179,6,0,122,"21,437,120",45,25,198.0,0,1,R,185,-1,0,-1,"1,239,154",Maxime Cressy,Grigor Dimitrov,Grigor Dimitrov,2
Melbourne,Outdoor,Hard,4,36,185.0,92,1,L,187,27,4,846,"130,681,472",49,23,188.0,0,0,R,174,4,0,3,"1,669,161",Rafael Nadal,Emil Ruusuvuori,Rafael Nadal,1
Melbourne,Outdoor,Hard,4,36,185.0,92,1,L,187,27,4,846,"130,681,472",45,25,198.0,0,0,R,185,-1,0,-1,"1,239,154",Rafael Nadal,Maxime Cressy,Rafael Nadal,1
Sydney,Outdoor,Hard,961,33,188.0,0,0,R,181,0,0,-5,"458,797",584,35,180.0,0,0,R,184,2,0,2,"322,179",Harri Heliovaara,Rubin Statham,Harri Heliovaara,1
Sydney,Outdoor,Hard,107,24,183.0,0,0,R,174,1,0,-12,"784,467",75,29,180.0,0,0,R,175,-6,0,-53,"3,897,217",Denis Kudla,Stefan Kozlov,Stefan Kozlov,2
Sydney,Outdoor,Hard,162,38,191.0,3,0,R,172,-3,0,-36,"11,720,532",108,28,183.0,0,0,R,172,-5,0,-13,"1,084,752",Christopher O'Connell,Andreas Seppi,Andreas Seppi,2
Sydney,Outdoor,Hard,35,21,170.0,1,0,R,154,5,1,5,"857,011",670,22,180.0,0,0,R,176,0,0,0,"14,790",Sebastian Baez,Moerani Bouzige,Sebastian Baez,1
Sydney,Outdoor,Hard,100,36,180.0,4,0,R,176,-3,0,-74,"6,862,683",304,25,185.0,0,0,R,176,-5,0,-11,"181,122",Viktor Durasovic,Pablo Andujar,Pablo Andujar,2
Sydney,Outdoor,Hard,61,23,188.0,0,0,R,176,-10,0,-13,"978,209",377,26,193.0,0,0,R,198,-2,0,-8,"165,105",Daniel Altmaier,Michail Pervolarakis,Daniel Altmaier,1
Sydney,Outdoor,Hard,68,28,198.0,2,0,L,207,-4,0,-25,"5,303,147",192,28,185.0,5,2,R,185,-3,0,11,"8,105,164",Jiri Vesely,Lucas Pouille,Jiri Vesely,1
Sydney,Outdoor,Hard,795,23,183.0,0,0,R,160,0,0,0,"44,848",139,30,185.0,0,0,R,176,-3,0,-24,"2,103,069",Stefano Travaglia,Matthew Christopher Romios,Matthew Christopher Romios,2
Sydney,Outdoor,Hard,304,25,185.0,0,0,R,176,-5,0,-11,"181,122",961,33,188.0,0,0,R,181,0,0,-5,"458,797",Viktor Durasovic,Harri Heliovaara,Viktor Durasovic,1
Sydney,Outdoor,Hard,61,23,188.0,0,1,R,176,-10,0,-13,"978,209",35,21,170.0,1,0,R,154,5,1,5,"857,011",Sebastian Baez,Daniel Altmaier,Daniel Altmaier,2
Sydney,Outdoor,Hard,75,29,180.0,0,1,R,175,-6,0,-53,"3,897,217",68,28,198.0,2,0,L,207,-4,0,-25,"5,303,147",Jiri Vesely,Denis Kudla,Denis Kudla,2
Sydney,Outdoor,Hard,139,30,185.0,0,0,R,176,-3,0,-24,"2,103,069",108,28,183.0,0,0,R,172,-5,0,-13,"1,084,752",Christopher O'Connell,Stefano Travaglia,Stefano Travaglia,2
Sydney,Outdoor,Hard,65,28,180.0,0,0,R,170,-8,0,-9,"2,208,318",76,28,183.0,0,1,R,181,-5,0,-25,"3,910,991",Jordan Thompson,Marcos Giron,Marcos Giron,2
Sydney,Outdoor,Hard,68,28,198.0,2,0,L,207,-4,0,-25,"5,303,147",56,20,188.0,0,2,R,185,-1,0,5,"1,253,433",Brandon Nakashima,Jiri Vesely,Jiri Vesely,2
Sydney,Outdoor,Hard,52,35,191.0,46,2,R,181,7,0,484,"62,799,579",304,25,185.0,0,0,R,176,-5,0,-11,"181,122",Andy Murray,Viktor Durasovic,Andy Murray,1
Sydney,Outdoor,Hard,50,25,185.0,1,1,R,168,-1,1,-6,"2,489,016",83,22,196.0,1,0,R,172,-7,0,-20,"2,322,210",Pedro Martinez,Alexei Popyrin,Pedro Martinez,1
Sydney,Outdoor,Hard,84,31,193.0,2,0,L,198,-8,0,-32,"5,829,145",75,29,180.0,0,2,R,175,-6,0,-53,"3,897,217",Denis Kudla,Federico Delbonis,Federico Delbonis,2
Sydney,Outdoor,Hard,139,30,185.0,0,1,R,176,-3,0,-24,"2,103,069",30,22,183.0,1,1,R,165,11,0,4,"3,555,649",Miomir Kecmanovic,Stefano Travaglia,Stefano Travaglia,2
Sydney,Outdoor,Hard,45,25,198.0,0,1,R,185,-1,0,-1,"1,239,154",86,34,180.0,1,0,L,174,0,0,-45,"9,064,291",Maxime Cressy,Adrian Mannarino,Maxime Cressy,1
Sydney,Outdoor,Hard,108,28,183.0,0,0,R,172,-5,0,-13,"1,084,752",35,21,170.0,1,1,R,154,5,1,5,"857,011",Sebastian Baez,Christopher O'Connell,Christopher O'Connell,2
Sydney,Outdoor,Hard,58,31,180.0,6,1,R,154,3,1,98,"15,875,367",102,32,183.0,0,0,L,180,-7,0,-36,"2,360,034",David Goffin,Facundo Bagnis,David Goffin,1
Sydney,Outdoor,Hard,61,23,188.0,0,0,R,176,-10,0,-13,"978,209",63,35,178.0,9,1,R,174,2,0,49,"17,069,121",Fabio Fognini,Daniel Altmaier,Daniel Altmaier,2
Sydney,Outdoor,Hard,64,32,183.0,1,2,R,183,-10,0,-52,"7,593,863",37,23,183.0,0,0,R,176,-2,0,-2,"2,980,330",Dusan Lajovic,Alejandro Davidovich Fokina,Dusan Lajovic,1
Sydney,Outdoor,Hard,66,21,173.0,0,0,L,149,-3,0,-4,"1,332,937",54,27,191.0,2,3,R,168,-2,0,-3,"3,837,473",Lorenzo Sonego,Hugo Gaston,Hugo Gaston,2
Sydney,Outdoor,Hard,75,29,180.0,0,0,R,175,-6,0,-53,"3,897,217",58,31,180.0,6,1,R,154,3,1,98,"15,875,367",David Goffin,Denis Kudla,Denis Kudla,2
Sydney,Outdoor,Hard,56,20,188.0,0,2,R,185,-1,0,5,"1,253,433",63,35,178.0,9,0,R,174,2,0,49,"17,069,121",Brandon Nakashima,Fabio Fognini,Brandon Nakashima,1
Sydney,Outdoor,Hard,45,25,198.0,0,1,R,185,-1,0,-1,"1,239,154",64,32,183.0,1,0,R,183,-10,0,-52,"7,593,863",Maxime Cressy,Dusan Lajovic,Maxime Cressy,1
Sydney,Outdoor,Hard,54,27,191.0,2,2,R,168,-2,0,-3,"3,837,473",35,21,170.0,1,0,R,154,5,1,5,"857,011",Lorenzo Sonego,Sebastian Baez,Lorenzo Sonego,1
Sydney,Outdoor,Hard,18,24,211.0,4,1,R,225,6,2,5,"4,103,038",76,28,183.0,0,0,R,181,-5,0,-25,"3,910,991",Reilly Opelka,Jordan Thompson,Reilly Opelka,1
Sydney,Outdoor,Hard,50,25,185.0,1,0,R,168,-1,1,-6,"2,489,016",33,32,175.0,1,1,R,165,-2,0,-9,"5,368,587",Daniel Evans,Pedro Martinez,Pedro Martinez,2
Sydney,Outdoor,Hard,26,30,185.0,5,0,R,174,-9,0,-16,"8,197,660",52,35,191.0,46,3,R,181,7,0,484,"62,799,579",Andy Murray,Nikoloz Basilashvili,Nikoloz Basilashvili,2
Sydney,Outdoor,Hard,30,22,183.0,1,0,R,165,11,0,4,"3,555,649",42,28,185.0,3,2,R,187,-5,1,2,"3,016,240",Aslan Karatsev,Miomir Kecmanovic,Miomir Kecmanovic,2
Sydney,Outdoor,Hard,52,35,191.0,46,7,R,181,7,0,484,"62,799,579",58,31,180.0,6,0,R,154,3,1,98,"15,875,367",Andy Murray,David Goffin,Andy Murray,1
Sydney,Outdoor,Hard,18,24,211.0,4,1,R,225,6,2,5,"4,103,038",56,20,188.0,0,0,R,185,-1,0,5,"1,253,433",Reilly Opelka,Brandon Nakashima,Reilly Opelka,1
Sydney,Outdoor,Hard,33,32,175.0,1,1,R,165,-2,0,-9,"5,368,587",45,25,198.0,0,2,R,185,-1,0,-1,"1,239,154",Daniel Evans,Maxime Cressy,Daniel Evans,1
Sydney,Outdoor,Hard,42,28,185.0,3,2,R,187,-5,1,2,"3,016,240",54,27,191.0,2,0,R,168,-2,0,-3,"3,837,473",Aslan Karatsev,Lorenzo Sonego,Aslan Karatsev,1
Sydney,Outdoor,Hard,52,35,191.0,46,1,R,181,7,0,484,"62,799,579",18,24,211.0,4,0,R,225,6,2,5,"4,103,038",Andy Murray,Reilly Opelka,Andy Murray,1
Sydney,Outdoor,Hard,42,28,185.0,3,2,R,187,-5,1,2,"3,016,240",33,32,175.0,1,0,R,165,-2,0,-9,"5,368,587",Aslan Karatsev,Daniel Evans,Aslan Karatsev,1
Sydney,Outdoor,Hard,52,35,191.0,46,0,R,181,7,0,484,"62,799,579",42,28,185.0,3,1,R,187,-5,1,2,"3,016,240",Aslan Karatsev,Andy Murray,Andy Murray,2
Adelaide,Outdoor,Hard,638,27,188.0,0,0,R,182,0,0,-1,"92,100",1060,28,188.0,0,0,R,183,0,0,-5,"1,196,041",Luke Saville,Thomas Fancutt,Thomas Fancutt,2
Adelaide,Outdoor,Hard,1133,31,185.0,0,0,R,172,0,0,0,"711,346",949,27,188.0,0,0,R,187,0,0,0,"35,240",Hugo Nys,Brandon Walkin,Hugo Nys,1
Adelaide,Outdoor,Hard,127,23,175.0,0,1,L,156,0,0,-14,"2,192,336",29,19,188.0,1,0,R,169,3,1,0,"1,147,871",Corentin Moutet,Holger Rune,Corentin Moutet,1
Adelaide,Outdoor,Hard,122,20,183.0,1,0,L,157,-2,0,-2,"462,656",144,29,196.0,0,0,R,190,-4,0,4,"1,898,609",Egor Gerasimov,Juan Manuel Cerundolo,Juan Manuel Cerundolo,2
Adelaide,Outdoor,Hard,89,28,183.0,0,0,L,172,1,0,-23,"2,422,322",1139,26,185.0,0,0,R,171,0,0,0,"160,912",Thiago Monteiro,Harry Bourchier,Thiago Monteiro,1
Adelaide,Outdoor,Hard,36,28,193.0,0,0,R,174,2,0,-1,"1,609,895",93,32,188.0,4,0,R,190,0,0,-2,"7,440,322",Steve Johnson,Oscar Otte,Oscar Otte,2
Adelaide,Outdoor,Hard,775,26,193.0,0,0,R,180,0,0,0,"39,403",101,26,170.0,1,0,L,141,-4,0,-22,"3,742,009",Yoshihito Nishioka,Aaron Addison,Aaron Addison,2
Adelaide,Outdoor,Hard,912,33,188.0,0,0,L,185,0,0,-17,"1,548,924",87,29,183.0,1,0,R,170,-7,0,-22,"3,034,818",Roberto Carballes Baena,John-Patrick Smith,John-Patrick Smith,2
Adelaide,Outdoor,Hard,1133,31,185.0,0,0,R,172,0,0,0,"711,346",144,29,196.0,0,0,R,190,-4,0,4,"1,898,609",Egor Gerasimov,Hugo Nys,Hugo Nys,2
Adelaide,Outdoor,Hard,93,32,188.0,4,1,R,190,0,0,-2,"7,440,322",89,28,183.0,0,0,L,172,1,0,-23,"2,422,322",Steve Johnson,Thiago Monteiro,Steve Johnson,1
